timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
1.54436E+12,0,28,6.15E-06,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,42,9.23E-06,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,19,4.17E-06,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,26,5.71E-06,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,84,1.85E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,124,2.72E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,-127,-2.79E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,-126,-2.77E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,-121,-2.66E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,123,2.70E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,102,2.24E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,83,1.82E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,57,1.25E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,26,5.71E-06,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,-257,-5.65E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,2,4.39E-07,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,38,8.35E-06,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,60,1.32E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,60,1.32E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,67,1.47E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,82,1.80E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,85,1.87E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,65,1.43E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,53,1.16E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,54,1.19E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,52,1.14E-05,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
1.54436E+12,0,27,5.93E-06,47,54,46,148737,14672,6834,3830,2073,1738,794,437,down
