delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
681719,85719,26740,26923,16766347,92522,19707,28306,left
1282999,154490,31559,66099,77279,16758958,49500,16754149,left
487959,581789,92551,116688,16776311,33892,16756041,136290,left
1415163,289462,176142,24949,62339,16753620,34726,88279,left
507229,265668,2842,17881,4731,20534,14858,8280,left
401777,16765193,16744704,16759341,20693,11179,5261,7188,left
1895815,203391,75868,6998,20605,12630,10015,22144,left
502614,69773,14160,12684,16745086,14754,10919,10147,left
165130,203101,19161,26920,15666,24589,9836,8238,left
688398,235880,24740,43336,16751567,70730,42035,18781,left
343898,92278,16749487,16768853,90715,16754197,25567,8261,left
16753478,38772,3244,3759,7914,13302,8211,6629,rest
16749461,16752495,9944,8250,7334,9717,6201,3201,rest
535348,35121,20234,19622,30195,16758238,29856,23336,up
731727,69074,32082,32220,21421,93686,47987,98004,up
1513385,1596601,176027,1040071,670419,1348305,601798,1364639,up
804378,1728111,301516,174446,34261,144380,110020,90993,up
141167,66870,16768306,19519,16752444,16440,85679,16770590,up
743006,324546,158190,32641,148171,152368,286674,58856,up
670765,1728568,623751,829860,200704,233017,736741,492158,up
1331727,151224,252015,302676,97971,130832,201297,48878,up
332410,44458,137124,21783,101374,93783,151668,74746,up
592451,340225,70221,152101,202292,16776332,95531,71760,up
57868,42662,31016,42437,10122,16758028,27229,14565,up
754395,154850,31721,16767947,19936,17765,16771439,9773,up
632513,60312,16774201,16209,16758920,16774368,16763145,16759595,up
1075651,16751745,11561,16106,7543,6535,3863,1935,rest
10193,21217,30046,11636,9875,5738,3915,3487,rest
46517,16770599,19530,22798,20008,10066,5174,8416,rest
1589849,336854,44847,93469,23787,16747633,16757245,22071,right
146927,14488,7548,8339,3505,2480,2101,1899,right
571688,224405,3941,79502,16752659,28780,16746567,6975,right
2120852,272362,22928,70939,94008,88247,79663,25267,right
1141598,582925,16769737,153062,16764168,90182,39028,16747274,right
1574938,598727,16755142,16747066,16760881,17862,69265,15244,right
510629,288785,44726,29464,16745140,20454,16747018,16744814,right
198140,31223,9534,21555,3593,14808,30407,2415,right
1775857,128344,144190,20611,137511,16755364,57616,28585,right
220730,71988,15654,5889,4296,7454,8915,13650,right
1320797,106335,78419,80518,13536,16752963,16751248,22363,right
454576,96106,22956,5964,14611,12402,16604,9118,right
7336,17048,30609,68079,10094,13291,3907,1384,rest
195593,16746354,16758290,21706,14080,7914,2276,1995,rest
129988,80717,2805,903,12022,4684,2476,1107,down
760453,16772323,5298,4010,1512,990,2681,1576,down
2716470,236633,205350,75280,16771395,16063,23984,11204,down
1257166,724890,66559,74720,16770027,20999,67220,16704,down
742815,519521,16751013,216767,20556,23050,93206,13675,down
1120017,100035,16775027,7563,12911,4949,8547,7327,down
368345,16774074,13012,15000,4079,4983,9869,3742,down
200199,66645,5583,4804,2197,1263,2710,894,down
768735,140279,16760142,81555,18787,19917,8149,5204,down
479408,16770924,3537,8173,2310,3764,2944,1150,down
344279,28538,7236,7322,1645,11385,9149,2588,down
598102,409248,16748710,12882,21017,16745045,16754226,11635,down
1240164,117439,16763091,16754350,16754422,16746451,89065,20118,down
16765271,16758885,21184,3712,12003,7803,1749,2488,rest
45505,19621,15318,6755,10961,7671,5726,3335,rest
85488,19033,10223,3701,14560,4691,6035,2220,rest
110777,141289,23072,16770733,16628,16757998,26516,5006,left
750770,1221932,87000,16747571,46122,67234,65254,16748164,left
511323,16760385,16750519,26691,16758994,18704,27577,14665,left
393163,16536,17759,5208,23899,9221,6583,7446,left
1522821,260096,50224,16748147,16764708,16754535,16745341,21096,left
549758,501457,80643,48097,30903,20384,16772030,13929,left
412871,22635,22702,12946,14944,5308,9345,9584,left
2154151,153130,10960,89873,83503,16748380,16747156,23291,left
16776219,143329,16759550,17677,11073,14404,4074,2594,left
77300,18593,5262,1512,596,1837,2923,1095,left
1173346,175591,16755750,87355,16746,14171,16749772,10685,left
2068307,374319,98501,99825,16756256,20795,46402,16750782,left
167893,85695,21703,3048,8376,9955,13946,3001,rest
248865,140957,16766323,29902,16162,14746,9286,2697,rest
866157,16748927,5530,14462,13857,10418,3864,3858,rest
688689,831760,457513,377623,147618,232947,311703,174322,up
384729,149505,63616,16764831,16752023,16759343,16753732,16770610,up
490611,41710,209133,33540,42677,89022,162075,73280,up
643117,46220,159232,16753022,137278,86351,16771352,17640,up
1158832,57607,16753285,29838,16768437,16761077,74586,16758502,up
536054,146928,16746165,16750254,16770144,70349,24890,16773989,up
883273,866810,263083,338035,307078,335974,182732,104919,up
1456456,798472,570847,488865,16761136,485558,206825,617846,up
683264,97870,69633,43821,143927,135670,85333,16773713,up
899896,786186,57284,156708,198389,144211,97160,87844,up
319862,576392,54474,930399,16760746,45290,43789,16745031,up
1112256,327722,58881,237153,16775298,133978,374385,16745206,up
313034,82212,19380,6102,22834,19891,12967,10077,rest
165756,79331,4703,21548,10157,11879,4911,3881,rest
120185,16770941,21865,6791,10570,6178,6110,2845,rest
213948,160287,39880,16769930,24157,26541,11977,14946,right
1654786,138979,16747674,16746377,25254,6241,28834,13585,right
1151532,1583956,129827,363858,342023,204880,219516,40232,right
999442,16762828,23964,26525,28656,6397,16236,6172,right
1415402,472083,131582,73450,16761956,16762720,77496,16774215,right
2693111,682958,182029,133735,39605,160339,294967,47169,right
512893,151184,16773087,16746402,9670,11195,19260,17629,right
71650,39630,8640,17593,26066,12729,12509,8134,right
918433,84183,22189,16761333,14312,13635,16745493,14858,right
123436,185632,131117,97304,16769291,16765893,44151,16747064,right
799037,39210,10069,9302,10073,18530,15328,1779,right
1570557,427125,544553,225306,164663,86456,217784,16759853,right
521204,222743,16754836,29519,16755679,19558,7690,13117,rest
24455,227868,13074,15012,10542,24409,8577,3400,rest
149574,30274,15799,7980,5978,5524,3671,1131,rest
1305811,617940,16756946,20901,16762700,9882,8804,3523,down
167202,221366,16776196,9248,12852,6361,13681,2792,down
722785,137241,5975,10950,16151,3072,10967,2443,down
588897,29673,18099,3107,2837,3257,7508,2998,down
89526,10470,6411,887,2161,4447,3226,668,down
1168079,679451,62046,16757860,76984,26677,16752569,12871,down
454716,1045185,82411,21863,11521,21347,16759890,18546,down
585372,16755510,30887,7043,7413,5521,22034,3472,down
309211,82282,3273,5070,3190,5157,11457,11079,down
16753230,8672,894,2149,199,2371,2225,527,down
33645,16751313,16749312,16766848,16373,17712,23238,15758,down
981417,173543,33717,78677,16752002,16750100,6794,1436,down
48206,19500,2595,10749,16746201,11466,3353,724,rest
16769290,14574,15027,6026,4872,8747,9726,2029,rest
140531,16757295,2934,10454,23083,3817,7397,3396,left
1299484,481819,145717,138863,143642,69187,157516,9480,left
1707600,1151263,156661,108019,80320,51463,155824,149125,left
534130,2641076,212629,330325,16772267,90834,90613,43930,left
522216,133628,68265,7313,25037,20264,22216,10597,left
2285041,605790,67752,157784,94478,64377,74918,74885,left
801099,135544,66819,16890,16749448,16745785,26112,8312,left
2332967,38290,63984,100889,37047,41875,28969,16750170,left
107960,63776,12985,32607,18395,14789,10339,8246,left
3342603,597358,65916,16746799,97821,77551,144747,16744559,left
67667,16762977,8477,20850,8613,3671,6769,3390,left
1736550,169888,67606,15671,14610,15054,25430,7419,left
1471234,130187,160728,220720,23034,82913,16763427,3261,left
146023,16771111,5402,2710,2693,5591,5043,2001,rest
732505,472006,16752142,25822,16756092,16765114,17088,7410,rest
571251,16747024,30353,17282,27093,26491,10417,11910,rest
202527,210268,89898,11734,76073,22290,24662,7703,rest
