delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
1238503,1734785,140370,68181,119534,325738,662341,356634,up
151268,84213,32364,16750993,16775506,14517,16751083,16750558,up
1468302,116926,62436,249185,218589,142093,73363,33132,up
16759040,16750428,5769,9715,14026,16745266,26704,9898,up
1651026,688943,219548,122386,160402,133880,113736,16774037,up
1707250,520811,93928,257939,58259,159232,248664,45609,up
896912,166285,126107,83668,137139,269633,39079,35919,up
1917806,128188,82791,62348,53986,111139,60197,98556,up
971652,501777,61429,16756874,16751006,172820,103672,75401,up
752620,1385720,269559,355683,50871,55422,78843,65683,up
1176103,548950,90208,107071,86582,16776564,135251,16771161,up
239751,532507,124914,16766274,22119,16747281,93883,16757473,up
2029732,146477,16772309,16754828,30771,25523,7632,2437,rest
133202,22108,12474,7165,17659,15949,7248,3614,rest
46453,20827,1840,3056,1885,2137,2130,2165,rest
2472950,1312706,115525,16767355,16751974,16763112,58436,97936,right
2322437,166187,44601,26917,157306,87541,76944,16758986,right
1564284,598447,90123,50671,87848,16771739,65753,197513,right
833502,156671,16744770,16745389,68426,11978,13812,31962,right
227968,157219,16745675,76074,16755239,14392,30019,4533,right
258199,92919,19172,16757980,16746553,4262,16825,10015,right
659512,16758060,90414,16748933,17162,22071,11492,15879,right
415481,10803,2283,7067,4110,3593,5077,1245,right
366031,40755,29340,12851,15756,12980,9488,8860,right
545389,17469,16744912,16747979,26572,9738,24628,13091,right
762596,44015,71870,16746019,16745255,15785,27723,11423,right
820126,490661,114057,45196,16757383,83112,16764886,16747720,right
1081094,286947,16764968,53235,16750217,21265,16752349,24440,right
29436,10758,9058,11561,4710,12921,9813,2670,rest
16761938,16762620,16750739,11818,4326,14715,4175,3161,rest
72117,16762671,15924,9643,8715,3295,1768,3142,rest
1270828,2200038,181295,161517,346606,265743,362308,129215,left
295360,63629,16769196,32013,16766653,26633,16747815,18641,left
311182,35634,16748164,29982,32391,20428,27293,16066,left
1673479,414454,8036,34339,198213,33878,16764560,143740,left
597195,40315,16753563,29369,16766840,16745736,22562,8986,left
2078127,1455114,205512,216190,108407,59125,16773600,213979,left
815851,401121,16752101,16763535,13939,19486,26117,14094,left
1367236,419021,163553,57432,116155,83061,80651,16757548,left
937616,82095,9785,27304,16747631,11621,13686,8779,left
1192956,45300,5248,16745481,21555,16758553,16754086,18515,left
16766471,23363,19879,13499,11330,4312,3123,1465,left
944404,557781,16745971,6386,29650,42096,95651,16747908,rest
180671,14126,7857,10559,2368,4268,6229,660,rest
95328,16750511,16769947,16769937,16762905,12866,6971,6778,rest
838195,25060,16767425,31407,13446,11591,2187,3365,down
1495639,71037,10933,24079,8613,4134,7380,5529,down
418851,412156,91429,26339,16760166,30968,8256,16574,down
2057595,36305,18013,11719,12318,17922,27622,8407,down
772338,106152,16747553,4451,8729,3419,17584,8966,down
466543,319796,8316,11867,20447,16237,16754351,13082,down
1159045,16753915,16755054,8079,8136,8156,6829,8725,down
1208191,210387,41847,85673,16749610,25639,16745824,27847,down
1889497,83902,16751395,79958,14677,17865,67313,21809,down
328208,16761485,9890,8029,1348,1916,6626,6733,down
1019621,336833,16765042,29988,9176,14894,30020,25020,down
