delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
1072581,185045,48617,16763191,103888,94981,48928,16775064,up
940768,459186,48422,76822,90046,16770183,64132,84890,up
661315,342851,47642,87262,97375,16775730,16756381,71254,up
1316177,777181,217953,507561,54699,192180,189883,158345,up
878597,128878,83237,16751611,16770506,137025,16765702,16756561,up
338580,139567,26063,13541,27638,87629,16761074,28219,up
551196,373377,50668,305265,53974,257039,345543,313867,up
71258,17052,22490,10109,6895,21939,8316,6295,up
638734,911836,124359,319333,126745,47441,311638,16776721,up
1631320,1268583,471144,476936,321508,259924,645060,42217,up
1511379,501485,489641,222937,264718,104986,457712,80006,up
626317,150579,50851,16757966,16752814,67652,66177,70220,up
2084074,16767490,8591,6113,2552,6220,8626,6571,rest
76795,29635,5700,6152,19389,6332,5432,2303,rest
26267,2471,7609,6107,20075,12026,17301,7220,rest
1460734,132594,29378,23683,31442,17021,16107,13290,right
61020,224761,2924,77876,29659,10965,21983,5951,right
314364,137547,18074,16758127,23599,14787,22299,21197,right
862055,16756045,16771626,7284,15139,21069,27120,15403,right
1782185,226531,52248,87219,97744,30957,16776174,17830,right
1577949,33318,191068,16766648,27572,22067,69158,23831,right
1160028,21026,26886,26086,16754706,10004,19007,12816,right
16765538,219067,16359,22337,13400,13263,13455,7433,right
919112,180619,14778,153589,16759767,16752773,71614,16748920,right
1053934,392952,16755312,16751797,18181,16769631,77616,16756313,right
1874085,350190,198903,146841,47403,16745833,51810,16752582,right
145983,16751855,19271,16154,17655,3959,12939,4688,right
256948,16757116,1858,916,19264,6829,6937,2600,rest
16754819,12690,11561,11679,12919,11344,4799,2066,rest
16772746,17817,13954,18165,18389,7054,3893,2416,rest
1041098,32485,16760698,25223,18402,18178,16753645,10059,down
856771,18021,4688,4032,2408,1713,650,252,down
1312562,55822,72230,67142,16746687,20899,27486,7185,down
189844,23659,19536,9609,1818,3623,4210,3296,down
59876,20326,2537,13509,7753,4721,8677,1660,down
71484,16747972,1715,3470,3070,3325,11340,2550,down
16688,28176,8402,16764112,7012,17965,10339,6890,down
16753798,12108,3544,2799,2670,3883,3699,1678,down
31127,16753531,1769,19444,6950,10960,9926,8003,down
16767490,6683,7098,13186,7131,22178,6273,5499,down
24192,17837,24676,16755194,17709,13437,20782,5737,down
208292,16744744,23142,22747,16284,29289,21787,7987,down
52995,16754201,8889,12568,12482,7461,2876,3198,rest
16763405,20260,15139,12793,5786,11777,15350,7430,rest
7583,18288,6061,10189,8807,17693,9185,6238,rest
1355892,259891,16754518,67231,16769296,16770129,66095,16752212,left
932086,1568626,944368,211805,144679,151223,220431,135948,left
89171,31003,8418,7977,16749029,3581,7815,4985,left
2251111,1577207,154611,195677,154139,151091,498270,146308,left
919060,726295,256564,214529,71998,49502,64974,74546,left
3854870,2564519,436114,234114,246552,546097,636033,80160,left
524003,192472,103731,70856,16763035,68377,66391,23317,left
950647,481577,163709,112566,28121,16750860,89312,16746794,left
201223,97547,28474,10912,20286,15498,14663,2550,left
1891009,330399,16746033,28669,58160,16758694,16769490,28340,left
327656,332610,16769299,24830,16755778,16748666,21010,27646,left
1359225,458260,272832,129038,81065,164546,75795,96761,left
499739,16774467,5024,3325,1204,7116,1742,1150,rest
903064,1062106,209679,153790,16764797,167332,77402,16749172,rest
147806,136253,16745925,11442,25723,6610,15716,11515,rest
146709,604241,436899,248426,350317,162819,51030,85333,up
803543,300379,48014,189340,146722,81331,61036,16774450,up
967606,121082,106331,16770441,44954,16768317,125346,16765662,up
1536091,602273,571333,255687,105140,102681,334688,234195,up
1099569,494207,267995,348614,1150354,325692,384858,166884,up
439836,1301614,311195,411363,294868,136059,901756,159993,up
618996,866472,289107,840067,791432,106764,187126,51198,up
1097922,1678464,76696,209310,86281,208397,164991,67219,up
1412017,499711,524829,133479,46579,228283,233484,66731,up
210074,467475,9969,17549,16768278,16774437,74983,16317,up
1203389,355845,156019,16762077,77309,196866,292829,39761,up
939110,548145,170896,273257,220034,173151,134328,75953,up
399544,49220,16760586,16748640,9270,14066,6454,2001,rest
30467,16076,9767,9355,14835,6967,6437,4829,rest
16751525,15663,15893,21088,12913,16747736,12866,1763,rest
234419,16755226,16577,14307,5417,7580,7384,8001,right
159874,27181,16747083,12792,32301,10521,24220,6850,right
808419,66651,15008,6661,16755121,9483,13362,13771,right
1557444,28165,9735,13432,19792,25680,13523,18301,right
676445,204356,25130,16753203,16093,11842,31799,13126,right
309959,1325794,74904,116360,86385,16747426,95957,16764685,right
1632509,376080,16762892,137403,78447,16745442,44237,16770015,right
332425,76109,8315,5389,11054,7495,8783,8108,right
1754147,331875,35531,16766824,142437,16772597,16754971,16750724,right
568190,16756831,11054,10000,7196,6419,12326,6722,right
420485,16769923,16751278,6713,25127,22237,28589,14241,right
1216569,107836,16754539,108846,266785,74642,111454,16747958,right
1197459,151784,16748994,19719,14608,19063,5181,3996,rest
10391,10728,5823,5850,7145,6248,5024,2560,rest
133911,13011,6794,10521,9184,8896,3856,2167,rest
543529,35621,7408,24389,11865,10720,3220,2098,down
311798,16748095,16753959,9035,2214,6685,11875,4010,down
154387,16746842,8511,1905,5006,2077,8015,1596,down
1337746,270262,16762959,16746282,7225,11276,32042,8995,down
187652,225954,17796,16768665,15127,27689,16749307,17848,down
398871,16752967,16759654,13264,19642,12558,20475,10805,down
916935,203028,27680,10219,16040,9717,19902,6711,down
73160,18155,16755125,16752499,13787,13377,10075,7059,down
381741,76157,23362,30450,18655,22553,10956,11190,down
16749187,19737,17533,12290,10449,21503,16336,10675,down
449435,16762147,98161,7097,16757792,21733,21361,9288,down
157321,65657,3997,11552,3705,4535,8451,3143,down
618337,18684,7444,2016,3652,2915,2270,1611,rest
10791,9993,10538,13162,4532,4869,5496,1765,rest
24531,13594,8102,4381,4522,3487,2899,1889,rest
420917,271407,16765928,16766203,20543,15868,24242,11154,left
1197703,35171,71394,98109,76393,21606,16702,16766539,left
1716592,2069833,108967,51791,92687,142509,140708,174486,left
369211,27309,16767531,25258,16770155,16758677,23933,16747608,left
1107963,1003052,41426,63160,37775,97404,214297,16774081,left
1790010,16757073,70155,28915,16749998,21888,14418,7172,left
80480,16745484,11496,26793,12878,6149,10978,3412,left
740019,16760057,16753752,29510,16763537,16804,29206,5461,left
536250,217763,67299,16750198,6694,12022,71526,9103,left
339274,16769647,16776468,16747618,16747935,11213,27607,21881,left
236117,47903,19373,16769330,10307,17007,16757924,19176,left
2504752,87229,18917,16749503,32047,16744466,14861,24476,left
16763419,83636,8834,724,7454,26257,8396,7536,rest
28592,26978,11605,32181,6460,12052,2945,4031,rest
19986,25811,6091,7033,5482,6834,4476,2354,rest
761421,213385,142978,152080,16755944,136569,35469,16762945,up
624955,177262,37438,130476,16765674,44787,32622,16772340,up
1657948,702091,23614,342201,119841,106540,139692,227686,up
1190073,1127419,398722,74839,264414,90912,237016,39173,up
424441,607307,345577,114043,182102,43650,100841,16774303,up
946098,534556,352823,165054,275726,131070,207139,104497,up
86913,106126,16747382,16776771,50577,16756595,16752809,24099,up
1499291,395203,179756,72725,16771492,16757279,52115,16765264,up
1317509,184590,16748446,18672,74031,84820,351361,23221,up
334935,37970,16765901,16744438,16751373,31493,16753909,14850,up
1072897,257842,16772008,96851,76629,212462,45491,75364,up
117048,100363,18198,6757,17773,14139,74629,8337,up
514586,14760,8125,2214,1429,945,532,16777192,rest
99667,4657,1263,1953,976,1016,592,16777204,rest
330516,59265,16771651,12341,13514,15436,8068,4687,rest
1029721,16767580,20883,15946,8050,11430,19197,10699,right
61433,145146,103245,1640,11141,12191,24272,8998,right
1758350,218233,16775619,16756829,85358,16767206,73753,15000,right
776640,275689,52878,16753594,16775963,16756406,76646,25204,right
801326,112411,16751344,28046,8847,14252,27350,4245,right
1542849,535023,571519,84007,78255,100709,38422,150609,right
1380881,591386,256965,67025,226705,16759719,137193,16747763,right
658399,108779,72119,20792,15877,10883,30829,7312,right
16703,18334,4764,2776,838,2375,6295,2719,right
1020285,145471,281411,16753429,16765582,16751961,71895,8805,right
405758,16759236,96299,7666,6451,13212,20377,6494,right
115425,90130,16396,13441,5224,4386,11400,5178,right
206824,23705,5049,6179,8134,11334,4057,4068,rest
11742,11611,10321,12209,10159,15869,6728,4770,rest
14576,13347,4519,12096,6886,9141,2323,2727,rest
1591286,63608,53737,12847,149189,67022,277088,16764309,down
132149,73142,15502,14362,18095,6254,13483,7295,down
9384,16746733,3469,28406,22693,12672,9016,4243,down
16756597,28632,16972,7057,7189,7548,3621,3347,down
16746794,16760616,10009,3797,14585,6043,12450,6261,down
22873,26643,13082,11734,9049,12737,18668,7159,down
16758681,10938,11804,15341,5522,10348,3932,8868,down
19230,16619,9126,68840,7826,10818,9623,8087,down
17505,6740,7288,10718,9473,8694,4665,2269,down
9815,12243,3553,66587,19980,9031,4599,3261,down
16747143,16753465,8408,19115,32033,13229,4479,4620,down
512907,102167,70008,16771501,10747,19540,14405,3718,down
1277944,143605,2658,16768,16750935,16747126,14646,3621,rest
16766926,16761154,10360,11826,15037,4677,1572,3646,rest
26844,16749281,21988,24211,4765,6392,2910,1762,rest
523300,145847,28589,17671,18005,15606,25962,9381,left
180227,47241,16765261,16758868,16752496,13426,16751375,15890,left
1049031,16750086,12598,16770157,11470,14069,19374,4728,left
950916,1075933,16765693,72945,42009,53340,16776341,16758165,left
245559,16761523,8507,5014,3089,3242,8349,1988,left
737772,286763,16638,64212,20450,16758817,16756279,32334,left
513486,78926,16756277,17051,5463,17530,25649,5287,left
1072209,117869,16765748,16752918,21920,16752169,28367,11015,left
16762632,16746176,2030,15569,6263,6716,9787,3371,left
775205,295251,61168,36932,16769669,16773340,16776032,16769915,left
1102751,207583,95770,21910,16759310,16755616,17288,7645,left
476191,298890,28174,16752726,25222,16749418,16762052,25795,left
96987,70693,16749507,3388,2220,3323,4618,4197,rest
592035,174865,85278,16769068,68454,196167,48355,32287,rest
312511,16757523,28387,11331,5714,3907,4384,1629,rest
41465,93599,16756607,20360,21845,22776,13879,4159,rest
