delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
23343,9580,8187,28988,8244,5999,4609,2022,rest
16767195,79786,20498,19780,7829,7244,2745,1819,rest
273669,13549,13382,13065,18243,8637,2958,2168,rest
1933576,1095434,292817,235032,222752,362822,485774,164715,left
560885,218809,16748782,16759016,16746158,21415,16749056,14782,left
555978,264703,27671,13263,10173,17252,26006,19607,left
394955,558749,151514,16769776,55806,17637,16760976,16752928,left
616807,196970,134861,46615,16755456,16759470,16754846,13132,left
489753,176095,16757009,19427,4820,7840,10768,14655,left
330167,1972118,199593,468589,194424,42520,34880,71340,left
996432,54832,12814,18650,18860,16744865,23716,6452,left
804828,230837,93342,22475,16757915,31905,90210,16748448,left
125853,32242,10750,13114,10017,6703,6405,2347,left
1083616,220577,16750114,25579,24352,16764686,21132,11102,left
919193,133785,23674,22688,24143,23158,15891,7509,rest
563794,16747908,4484,13952,3774,3777,1750,2409,rest
75173,19370,13300,1614,5272,6122,1858,3072,rest
261263,249308,37590,228829,177300,16762206,28606,30673,up
2061746,176662,270557,16749492,71632,30930,16764682,26116,up
205184,16574,5877,4304,3092,7487,5259,650,rest
994924,154611,87845,67340,94458,150960,89966,30247,rest
1123012,16763979,17122,9629,20436,16748266,24806,12490,rest
