timeDiff,rawEeg,signalLevel,blinkStrength,attention,meditation,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta
0.008138, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008178, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008199, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008262, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008283, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008302, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008367, 3554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008389, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008407, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008425, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008486, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008508, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008527, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.00859, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.00861, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008629, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008691, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008711, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008732, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008759, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008821, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008841, 3754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008861, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008931, 3754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.008963, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.00902, 3754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.00911, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009136, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009156, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009175, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.00924, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009262, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.00928, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009345, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009366, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009384, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009447, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009468, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009486, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009504, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009566, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009586, 3754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009606, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.009671, 3654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
0.018437, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.018557, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.018609, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.018804, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.018903, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.018986, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.019084, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.019434, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.019554, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.019604, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.019827, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.019979, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.02005, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.020302, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.020409, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.020462, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.020515, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.020731, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.020823, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.020871, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.021039, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.021112, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.021156, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.021438, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.021643, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.021681, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.021713, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.021925, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.022, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.02203, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.022166, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.022237, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.022279, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.022409, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.022486, 36200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.022527, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.022566, 37200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
