eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
-102,1277471,333022,90297,65734,51964,22439,9701,14236,forward
22,1277471,333022,90297,65734,51964,22439,9701,14236,forward
27,1277471,333022,90297,65734,51964,22439,9701,14236,forward
27,1277471,333022,90297,65734,51964,22439,9701,14236,forward
34,1277471,333022,90297,65734,51964,22439,9701,14236,forward
36,1277471,333022,90297,65734,51964,22439,9701,14236,forward
37,1459632,54796,3372,12432,24032,23335,7703,893,forward
40,1459632,54796,3372,12432,24032,23335,7703,893,forward
38,1459632,54796,3372,12432,24032,23335,7703,893,forward
37,1459632,54796,3372,12432,24032,23335,7703,893,forward
38,1459632,54796,3372,12432,24032,23335,7703,893,forward
48,1459632,54796,3372,12432,24032,23335,7703,893,forward
67,1459632,54796,3372,12432,24032,23335,7703,893,forward
685,10014,1269,225,238,140,173,215,70,forward
400,10014,1269,225,238,140,173,215,70,forward
449,10014,1269,225,238,140,173,215,70,forward
-94,10014,1269,225,238,140,173,215,70,forward
-28,10014,1269,225,238,140,173,215,70,forward
65,10014,1269,225,238,140,173,215,70,forward
-141,10014,1269,225,238,140,173,215,70,forward
-141,10014,1269,225,238,140,173,215,70,forward
-244,10014,1269,225,238,140,173,215,70,forward
-103,10014,1269,225,238,140,173,215,70,forward
45,10014,1269,225,238,140,173,215,70,forward
169,10014,1269,225,238,140,173,215,70,forward
57,1066672,199311,47750,124443,41631,13430,20800,24286,forward
-17,1066672,199311,47750,124443,41631,13430,20800,24286,forward
70,1066672,199311,47750,124443,41631,13430,20800,24286,forward
20,1066672,199311,47750,124443,41631,13430,20800,24286,forward
50,1066672,199311,47750,124443,41631,13430,20800,24286,forward
81,1066672,199311,47750,124443,41631,13430,20800,24286,forward
-17,1066672,199311,47750,124443,41631,13430,20800,24286,forward
132,1066672,199311,47750,124443,41631,13430,20800,24286,forward
27,160157,36300,8054,4847,5977,4094,4371,1123,forward
51,160157,36300,8054,4847,5977,4094,4371,1123,forward
-8,160157,36300,8054,4847,5977,4094,4371,1123,forward
73,160157,36300,8054,4847,5977,4094,4371,1123,forward
12,160157,36300,8054,4847,5977,4094,4371,1123,forward
55,160157,36300,8054,4847,5977,4094,4371,1123,forward
93,160157,36300,8054,4847,5977,4094,4371,1123,forward
83,160157,36300,8054,4847,5977,4094,4371,1123,forward
-67,160157,36300,8054,4847,5977,4094,4371,1123,forward
-42,160157,36300,8054,4847,5977,4094,4371,1123,forward
57,160157,36300,8054,4847,5977,4094,4371,1123,forward
36,146950,14765,20989,26955,26076,16260,9608,10341,forward
118,146950,14765,20989,26955,26076,16260,9608,10341,forward
28,146950,14765,20989,26955,26076,16260,9608,10341,forward
43,146950,14765,20989,26955,26076,16260,9608,10341,forward
89,146950,14765,20989,26955,26076,16260,9608,10341,forward
100,146950,14765,20989,26955,26076,16260,9608,10341,forward
59,146950,14765,20989,26955,26076,16260,9608,10341,forward
-5,146950,14765,20989,26955,26076,16260,9608,10341,forward
137,72278,6303,22278,33189,30609,15977,16560,4676,forward
48,72278,6303,22278,33189,30609,15977,16560,4676,forward
42,72278,6303,22278,33189,30609,15977,16560,4676,forward
74,72278,6303,22278,33189,30609,15977,16560,4676,forward
-19,72278,6303,22278,33189,30609,15977,16560,4676,forward
114,72278,6303,22278,33189,30609,15977,16560,4676,forward
-17,72278,6303,22278,33189,30609,15977,16560,4676,forward
64,72278,6303,22278,33189,30609,15977,16560,4676,forward
109,72278,6303,22278,33189,30609,15977,16560,4676,forward
48,72278,6303,22278,33189,30609,15977,16560,4676,forward
19,72278,6303,22278,33189,30609,15977,16560,4676,forward
11,72278,6303,22278,33189,30609,15977,16560,4676,forward
43,176478,142270,6303,4964,16208,24883,12801,19665,forward
43,176478,142270,6303,4964,16208,24883,12801,19665,forward
4,176478,142270,6303,4964,16208,24883,12801,19665,forward
105,176478,142270,6303,4964,16208,24883,12801,19665,forward
-3,176478,142270,6303,4964,16208,24883,12801,19665,forward
38,176478,142270,6303,4964,16208,24883,12801,19665,forward
10,176478,142270,6303,4964,16208,24883,12801,19665,forward
-40,23999,15593,9779,31730,11787,15075,4938,4214,forward
107,23999,15593,9779,31730,11787,15075,4938,4214,forward
85,23999,15593,9779,31730,11787,15075,4938,4214,forward
20,23999,15593,9779,31730,11787,15075,4938,4214,forward
114,23999,15593,9779,31730,11787,15075,4938,4214,forward
60,23999,15593,9779,31730,11787,15075,4938,4214,forward
58,23999,15593,9779,31730,11787,15075,4938,4214,forward
17,23999,15593,9779,31730,11787,15075,4938,4214,forward
21,23999,15593,9779,31730,11787,15075,4938,4214,forward
22,23999,15593,9779,31730,11787,15075,4938,4214,forward
70,23999,15593,9779,31730,11787,15075,4938,4214,forward
-51,1013623,46272,24595,22754,4053,7427,2368,4397,forward
36,1013623,46272,24595,22754,4053,7427,2368,4397,forward
131,1013623,46272,24595,22754,4053,7427,2368,4397,forward
167,1013623,46272,24595,22754,4053,7427,2368,4397,forward
99,1013623,46272,24595,22754,4053,7427,2368,4397,forward
-29,1013623,46272,24595,22754,4053,7427,2368,4397,forward
165,1013623,46272,24595,22754,4053,7427,2368,4397,forward
-104,1013623,46272,24595,22754,4053,7427,2368,4397,forward
-39,1013623,46272,24595,22754,4053,7427,2368,4397,forward
33,1358734,47343,8586,24429,20255,9884,6115,2853,forward
97,1358734,47343,8586,24429,20255,9884,6115,2853,forward
48,1358734,47343,8586,24429,20255,9884,6115,2853,forward
-74,1358734,47343,8586,24429,20255,9884,6115,2853,forward
89,1358734,47343,8586,24429,20255,9884,6115,2853,forward
136,1358734,47343,8586,24429,20255,9884,6115,2853,forward
76,1358734,47343,8586,24429,20255,9884,6115,2853,forward
-172,1358734,47343,8586,24429,20255,9884,6115,2853,forward
52,1358734,47343,8586,24429,20255,9884,6115,2853,forward
35,1358734,47343,8586,24429,20255,9884,6115,2853,forward
-29,1358734,47343,8586,24429,20255,9884,6115,2853,forward
92,1358734,47343,8586,24429,20255,9884,6115,2853,forward
75,1358734,47343,8586,24429,20255,9884,6115,2853,forward
10,1094954,72049,12357,4483,8061,10627,4770,1140,forward
-44,1094954,72049,12357,4483,8061,10627,4770,1140,forward
-52,1094954,72049,12357,4483,8061,10627,4770,1140,forward
76,1094954,72049,12357,4483,8061,10627,4770,1140,forward
66,1094954,72049,12357,4483,8061,10627,4770,1140,forward
67,1094954,72049,12357,4483,8061,10627,4770,1140,forward
-27,1094954,72049,12357,4483,8061,10627,4770,1140,forward
68,168649,65133,43982,41984,25372,28102,13359,2823,forward
-7,168649,65133,43982,41984,25372,28102,13359,2823,forward
27,168649,65133,43982,41984,25372,28102,13359,2823,forward
49,168649,65133,43982,41984,25372,28102,13359,2823,forward
-82,168649,65133,43982,41984,25372,28102,13359,2823,forward
115,168649,65133,43982,41984,25372,28102,13359,2823,forward
58,168649,65133,43982,41984,25372,28102,13359,2823,forward
61,168649,65133,43982,41984,25372,28102,13359,2823,forward
51,168649,65133,43982,41984,25372,28102,13359,2823,forward
-61,930888,33485,7082,11355,9026,12397,19160,2457,forward
-10,930888,33485,7082,11355,9026,12397,19160,2457,forward
-14,930888,33485,7082,11355,9026,12397,19160,2457,forward
76,930888,33485,7082,11355,9026,12397,19160,2457,forward
151,930888,33485,7082,11355,9026,12397,19160,2457,forward
37,930888,33485,7082,11355,9026,12397,19160,2457,forward
114,930888,33485,7082,11355,9026,12397,19160,2457,forward
113,930888,33485,7082,11355,9026,12397,19160,2457,forward
3,930888,33485,7082,11355,9026,12397,19160,2457,forward
35,930888,33485,7082,11355,9026,12397,19160,2457,forward
-9,679080,104546,173557,36222,19333,49831,15128,9706,forward
-58,679080,104546,173557,36222,19333,49831,15128,9706,forward
135,679080,104546,173557,36222,19333,49831,15128,9706,forward
72,679080,104546,173557,36222,19333,49831,15128,9706,forward
21,679080,104546,173557,36222,19333,49831,15128,9706,forward
50,679080,104546,173557,36222,19333,49831,15128,9706,forward
44,679080,104546,173557,36222,19333,49831,15128,9706,forward
20,679080,104546,173557,36222,19333,49831,15128,9706,forward
92,679080,104546,173557,36222,19333,49831,15128,9706,forward
118,679080,104546,173557,36222,19333,49831,15128,9706,forward
-25,37615,26281,13515,27207,18158,19915,8258,2075,forward
87,37615,26281,13515,27207,18158,19915,8258,2075,forward
51,37615,26281,13515,27207,18158,19915,8258,2075,forward
-33,37615,26281,13515,27207,18158,19915,8258,2075,forward
101,37615,26281,13515,27207,18158,19915,8258,2075,forward
25,37615,26281,13515,27207,18158,19915,8258,2075,forward
17,37615,26281,13515,27207,18158,19915,8258,2075,forward
