eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
-6,1682043,181213,30693,9436,29927,45815,13690,12045,forward
83,1162173,254640,24896,36556,21022,31027,12318,28329,forward
108,1162173,254640,24896,36556,21022,31027,12318,28329,forward
16,1162173,254640,24896,36556,21022,31027,12318,28329,forward
18,1162173,254640,24896,36556,21022,31027,12318,28329,forward
70,1162173,254640,24896,36556,21022,31027,12318,28329,forward
-1,1162173,254640,24896,36556,21022,31027,12318,28329,forward
41,1162173,254640,24896,36556,21022,31027,12318,28329,forward
23,1162173,254640,24896,36556,21022,31027,12318,28329,forward
72,1162173,254640,24896,36556,21022,31027,12318,28329,forward
11,1162173,254640,24896,36556,21022,31027,12318,28329,forward
112,1162173,254640,24896,36556,21022,31027,12318,28329,forward
28,17504,43599,18656,7404,6617,11470,8334,4406,forward
20,17504,43599,18656,7404,6617,11470,8334,4406,forward
-27,17504,43599,18656,7404,6617,11470,8334,4406,forward
42,17504,43599,18656,7404,6617,11470,8334,4406,forward
58,17504,43599,18656,7404,6617,11470,8334,4406,forward
39,17504,43599,18656,7404,6617,11470,8334,4406,forward
56,17504,43599,18656,7404,6617,11470,8334,4406,forward
10,17504,43599,18656,7404,6617,11470,8334,4406,forward
86,17504,43599,18656,7404,6617,11470,8334,4406,forward
59,46264,4035,14775,9445,12722,14230,5949,1471,forward
27,46264,4035,14775,9445,12722,14230,5949,1471,forward
44,46264,4035,14775,9445,12722,14230,5949,1471,forward
133,46264,4035,14775,9445,12722,14230,5949,1471,forward
-56,46264,4035,14775,9445,12722,14230,5949,1471,forward
29,46264,4035,14775,9445,12722,14230,5949,1471,forward
28,46264,4035,14775,9445,12722,14230,5949,1471,forward
19,46264,4035,14775,9445,12722,14230,5949,1471,forward
-24,46264,4035,14775,9445,12722,14230,5949,1471,forward
58,463855,31434,7753,21065,12387,20372,13877,8045,forward
97,463855,31434,7753,21065,12387,20372,13877,8045,forward
28,463855,31434,7753,21065,12387,20372,13877,8045,forward
8,463855,31434,7753,21065,12387,20372,13877,8045,forward
233,463855,31434,7753,21065,12387,20372,13877,8045,forward
184,463855,31434,7753,21065,12387,20372,13877,8045,forward
214,463855,31434,7753,21065,12387,20372,13877,8045,forward
10,463855,31434,7753,21065,12387,20372,13877,8045,forward
4,463855,31434,7753,21065,12387,20372,13877,8045,forward
86,463855,31434,7753,21065,12387,20372,13877,8045,forward
-34,122355,81986,49249,38066,11690,19904,11461,4325,forward
48,122355,81986,49249,38066,11690,19904,11461,4325,forward
16,122355,81986,49249,38066,11690,19904,11461,4325,forward
7,122355,81986,49249,38066,11690,19904,11461,4325,forward
86,122355,81986,49249,38066,11690,19904,11461,4325,forward
75,122355,81986,49249,38066,11690,19904,11461,4325,forward
58,122355,81986,49249,38066,11690,19904,11461,4325,forward
38,122355,81986,49249,38066,11690,19904,11461,4325,forward
-41,122355,81986,49249,38066,11690,19904,11461,4325,forward
44,122355,81986,49249,38066,11690,19904,11461,4325,forward
75,84702,87823,5856,17775,10366,20388,8266,3335,forward
105,84702,87823,5856,17775,10366,20388,8266,3335,forward
19,84702,87823,5856,17775,10366,20388,8266,3335,forward
