eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
76,107308,161135,100922,17836,11251,3398,6011,4266,forward
37,107308,161135,100922,17836,11251,3398,6011,4266,forward
117,107308,161135,100922,17836,11251,3398,6011,4266,forward
89,107308,161135,100922,17836,11251,3398,6011,4266,forward
-89,107308,161135,100922,17836,11251,3398,6011,4266,forward
85,107308,161135,100922,17836,11251,3398,6011,4266,forward
88,107308,161135,100922,17836,11251,3398,6011,4266,forward
16,107308,161135,100922,17836,11251,3398,6011,4266,forward
140,179497,17865,38036,14524,16523,14261,19472,10158,forward
19,179497,17865,38036,14524,16523,14261,19472,10158,forward
73,179497,17865,38036,14524,16523,14261,19472,10158,forward
59,179497,17865,38036,14524,16523,14261,19472,10158,forward
67,179497,17865,38036,14524,16523,14261,19472,10158,forward
128,179497,17865,38036,14524,16523,14261,19472,10158,forward
10,179497,17865,38036,14524,16523,14261,19472,10158,forward
98,179497,17865,38036,14524,16523,14261,19472,10158,forward
73,179497,17865,38036,14524,16523,14261,19472,10158,forward
108,179497,17865,38036,14524,16523,14261,19472,10158,forward
-45,179497,17865,38036,14524,16523,14261,19472,10158,forward
84,188398,24177,18168,5324,19108,18426,26844,10213,forward
-14,188398,24177,18168,5324,19108,18426,26844,10213,forward
51,188398,24177,18168,5324,19108,18426,26844,10213,forward
130,188398,24177,18168,5324,19108,18426,26844,10213,forward
53,188398,24177,18168,5324,19108,18426,26844,10213,forward
53,188398,24177,18168,5324,19108,18426,26844,10213,forward
100,188398,24177,18168,5324,19108,18426,26844,10213,forward
52,188398,24177,18168,5324,19108,18426,26844,10213,forward
72,158314,29576,16462,16154,7215,3794,1526,1791,forward
122,158314,29576,16462,16154,7215,3794,1526,1791,forward
80,158314,29576,16462,16154,7215,3794,1526,1791,forward
107,158314,29576,16462,16154,7215,3794,1526,1791,forward
86,158314,29576,16462,16154,7215,3794,1526,1791,forward
182,158314,29576,16462,16154,7215,3794,1526,1791,forward
