eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
120,415905,279982,47897,104444,47661,16023,13567,7404,forward
70,512763,53653,44261,16660,57952,30070,19401,6928,forward
82,512763,53653,44261,16660,57952,30070,19401,6928,forward
101,512763,53653,44261,16660,57952,30070,19401,6928,forward
131,512763,53653,44261,16660,57952,30070,19401,6928,forward
21,512763,53653,44261,16660,57952,30070,19401,6928,forward
-2,512763,53653,44261,16660,57952,30070,19401,6928,forward
-46,512763,53653,44261,16660,57952,30070,19401,6928,forward
115,512763,53653,44261,16660,57952,30070,19401,6928,forward
361,512763,53653,44261,16660,57952,30070,19401,6928,forward
-373,512763,53653,44261,16660,57952,30070,19401,6928,forward
2,512763,53653,44261,16660,57952,30070,19401,6928,forward
2,460959,36996,78049,14643,15235,12387,12938,7897,forward
32,460959,36996,78049,14643,15235,12387,12938,7897,forward
27,460959,36996,78049,14643,15235,12387,12938,7897,forward
83,460959,36996,78049,14643,15235,12387,12938,7897,forward
32,460959,36996,78049,14643,15235,12387,12938,7897,forward
-1,460959,36996,78049,14643,15235,12387,12938,7897,forward
32,460959,36996,78049,14643,15235,12387,12938,7897,forward
84,460959,36996,78049,14643,15235,12387,12938,7897,forward
58,460959,36996,78049,14643,15235,12387,12938,7897,forward
29,115700,7111,3852,9378,4298,3828,4194,2620,forward
27,115700,7111,3852,9378,4298,3828,4194,2620,forward
17,115700,7111,3852,9378,4298,3828,4194,2620,forward
35,115700,7111,3852,9378,4298,3828,4194,2620,forward
-30,115700,7111,3852,9378,4298,3828,4194,2620,forward
81,115700,7111,3852,9378,4298,3828,4194,2620,forward
38,115700,7111,3852,9378,4298,3828,4194,2620,forward
37,115700,7111,3852,9378,4298,3828,4194,2620,forward
41,115700,7111,3852,9378,4298,3828,4194,2620,forward
-6,115700,7111,3852,9378,4298,3828,4194,2620,forward
12,115700,7111,3852,9378,4298,3828,4194,2620,forward
70,39890,25821,12398,5440,21066,11972,7426,3354,forward
-13,39890,25821,12398,5440,21066,11972,7426,3354,forward
86,39890,25821,12398,5440,21066,11972,7426,3354,forward
68,39890,25821,12398,5440,21066,11972,7426,3354,forward
81,39890,25821,12398,5440,21066,11972,7426,3354,forward
59,39890,25821,12398,5440,21066,11972,7426,3354,forward
39,39890,25821,12398,5440,21066,11972,7426,3354,forward
120,39890,25821,12398,5440,21066,11972,7426,3354,forward
51,56043,44876,12870,15228,18593,17950,15262,5318,forward
-20,56043,44876,12870,15228,18593,17950,15262,5318,forward
17,56043,44876,12870,15228,18593,17950,15262,5318,forward
37,56043,44876,12870,15228,18593,17950,15262,5318,forward
42,56043,44876,12870,15228,18593,17950,15262,5318,forward
9,56043,44876,12870,15228,18593,17950,15262,5318,forward
-24,56043,44876,12870,15228,18593,17950,15262,5318,forward
76,56043,44876,12870,15228,18593,17950,15262,5318,forward
81,56043,44876,12870,15228,18593,17950,15262,5318,forward
77,56043,44876,12870,15228,18593,17950,15262,5318,forward
28,82308,27237,10182,7864,10902,8543,5864,2856,forward
83,82308,27237,10182,7864,10902,8543,5864,2856,forward
22,82308,27237,10182,7864,10902,8543,5864,2856,forward
44,82308,27237,10182,7864,10902,8543,5864,2856,forward
56,82308,27237,10182,7864,10902,8543,5864,2856,forward
40,82308,27237,10182,7864,10902,8543,5864,2856,forward
45,82308,27237,10182,7864,10902,8543,5864,2856,forward
67,82308,27237,10182,7864,10902,8543,5864,2856,forward
20,82308,27237,10182,7864,10902,8543,5864,2856,forward
55,82308,27237,10182,7864,10902,8543,5864,2856,forward
41,52827,6111,9622,9486,5923,10283,3803,4974,forward
43,52827,6111,9622,9486,5923,10283,3803,4974,forward
13,52827,6111,9622,9486,5923,10283,3803,4974,forward
39,52827,6111,9622,9486,5923,10283,3803,4974,forward
53,52827,6111,9622,9486,5923,10283,3803,4974,forward
103,52827,6111,9622,9486,5923,10283,3803,4974,forward
12,52827,6111,9622,9486,5923,10283,3803,4974,forward
53,52827,6111,9622,9486,5923,10283,3803,4974,forward
17,52827,6111,9622,9486,5923,10283,3803,4974,forward
5,86313,43580,27706,13907,15307,8350,6661,2049,forward
33,86313,43580,27706,13907,15307,8350,6661,2049,forward
55,86313,43580,27706,13907,15307,8350,6661,2049,forward
8,86313,43580,27706,13907,15307,8350,6661,2049,forward
55,86313,43580,27706,13907,15307,8350,6661,2049,forward
56,86313,43580,27706,13907,15307,8350,6661,2049,forward
3,86313,43580,27706,13907,15307,8350,6661,2049,forward
71,86313,43580,27706,13907,15307,8350,6661,2049,forward
69,86313,43580,27706,13907,15307,8350,6661,2049,forward
70,86313,43580,27706,13907,15307,8350,6661,2049,forward
33,86313,43580,27706,13907,15307,8350,6661,2049,forward
55,50277,20272,39690,4342,3618,9882,6843,2012,forward
66,50277,20272,39690,4342,3618,9882,6843,2012,forward
71,50277,20272,39690,4342,3618,9882,6843,2012,forward
33,50277,20272,39690,4342,3618,9882,6843,2012,forward
53,50277,20272,39690,4342,3618,9882,6843,2012,forward
27,50277,20272,39690,4342,3618,9882,6843,2012,forward
-5,50277,20272,39690,4342,3618,9882,6843,2012,forward
19,50277,20272,39690,4342,3618,9882,6843,2012,forward
80,50277,20272,39690,4342,3618,9882,6843,2012,forward
64,45758,36008,441,16966,11058,6802,8325,4792,forward
2,45758,36008,441,16966,11058,6802,8325,4792,forward
64,45758,36008,441,16966,11058,6802,8325,4792,forward
10,45758,36008,441,16966,11058,6802,8325,4792,forward
66,45758,36008,441,16966,11058,6802,8325,4792,forward
9,45758,36008,441,16966,11058,6802,8325,4792,forward
92,45758,36008,441,16966,11058,6802,8325,4792,forward
23,45758,36008,441,16966,11058,6802,8325,4792,forward
45,45758,36008,441,16966,11058,6802,8325,4792,forward
34,45758,36008,441,16966,11058,6802,8325,4792,forward
24,60568,29491,3406,4907,7075,10285,9775,3143,forward
146,60568,29491,3406,4907,7075,10285,9775,3143,forward
24,60568,29491,3406,4907,7075,10285,9775,3143,forward
137,60568,29491,3406,4907,7075,10285,9775,3143,forward
38,60568,29491,3406,4907,7075,10285,9775,3143,forward
-35,60568,29491,3406,4907,7075,10285,9775,3143,forward
-123,60568,29491,3406,4907,7075,10285,9775,3143,forward
99,60568,29491,3406,4907,7075,10285,9775,3143,forward
34,60568,29491,3406,4907,7075,10285,9775,3143,forward
-34,74161,68651,19182,12015,5246,17314,11817,5529,forward
-9,74161,68651,19182,12015,5246,17314,11817,5529,forward
59,74161,68651,19182,12015,5246,17314,11817,5529,forward
20,74161,68651,19182,12015,5246,17314,11817,5529,forward
61,74161,68651,19182,12015,5246,17314,11817,5529,forward
89,74161,68651,19182,12015,5246,17314,11817,5529,forward
9,74161,68651,19182,12015,5246,17314,11817,5529,forward
83,74161,68651,19182,12015,5246,17314,11817,5529,forward
-27,74161,68651,19182,12015,5246,17314,11817,5529,forward
73,74161,68651,19182,12015,5246,17314,11817,5529,forward
198,130101,27813,14982,18787,11534,21500,20212,8450,forward
40,130101,27813,14982,18787,11534,21500,20212,8450,forward
64,130101,27813,14982,18787,11534,21500,20212,8450,forward
51,130101,27813,14982,18787,11534,21500,20212,8450,forward
-71,130101,27813,14982,18787,11534,21500,20212,8450,forward
29,130101,27813,14982,18787,11534,21500,20212,8450,forward
86,130101,27813,14982,18787,11534,21500,20212,8450,forward
-7,130101,27813,14982,18787,11534,21500,20212,8450,forward
16,130101,27813,14982,18787,11534,21500,20212,8450,forward
65,130101,27813,14982,18787,11534,21500,20212,8450,forward
11,314613,43290,11583,6544,8079,26963,17333,6123,forward
50,314613,43290,11583,6544,8079,26963,17333,6123,forward
-19,314613,43290,11583,6544,8079,26963,17333,6123,forward
98,314613,43290,11583,6544,8079,26963,17333,6123,forward
117,314613,43290,11583,6544,8079,26963,17333,6123,forward
-6,314613,43290,11583,6544,8079,26963,17333,6123,forward
-2,314613,43290,11583,6544,8079,26963,17333,6123,forward
19,314613,43290,11583,6544,8079,26963,17333,6123,forward
10,314613,43290,11583,6544,8079,26963,17333,6123,forward
112,85185,25609,14623,20927,9314,22901,16947,11623,forward
23,85185,25609,14623,20927,9314,22901,16947,11623,forward
22,85185,25609,14623,20927,9314,22901,16947,11623,forward
140,85185,25609,14623,20927,9314,22901,16947,11623,forward
32,85185,25609,14623,20927,9314,22901,16947,11623,forward
34,85185,25609,14623,20927,9314,22901,16947,11623,forward
-66,85185,25609,14623,20927,9314,22901,16947,11623,forward
5,85185,25609,14623,20927,9314,22901,16947,11623,forward
-145,85185,25609,14623,20927,9314,22901,16947,11623,forward
60,85185,25609,14623,20927,9314,22901,16947,11623,forward
41,255334,59057,26451,2408,5078,5419,8054,7813,forward
59,255334,59057,26451,2408,5078,5419,8054,7813,forward
77,255334,59057,26451,2408,5078,5419,8054,7813,forward
145,255334,59057,26451,2408,5078,5419,8054,7813,forward
77,255334,59057,26451,2408,5078,5419,8054,7813,forward
72,255334,59057,26451,2408,5078,5419,8054,7813,forward
