eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
65,156400,50730,19383,13121,5570,10730,9899,1077,forward
74,156400,50730,19383,13121,5570,10730,9899,1077,forward
137,156400,50730,19383,13121,5570,10730,9899,1077,forward
107,156400,50730,19383,13121,5570,10730,9899,1077,forward
144,156400,50730,19383,13121,5570,10730,9899,1077,forward
51,156400,50730,19383,13121,5570,10730,9899,1077,forward
49,156400,50730,19383,13121,5570,10730,9899,1077,forward
-11,156400,50730,19383,13121,5570,10730,9899,1077,forward
-29,454739,92506,40153,62708,17586,16184,23025,9465,forward
151,454739,92506,40153,62708,17586,16184,23025,9465,forward
247,454739,92506,40153,62708,17586,16184,23025,9465,forward
-492,454739,92506,40153,62708,17586,16184,23025,9465,forward
-462,454739,92506,40153,62708,17586,16184,23025,9465,forward
116,454739,92506,40153,62708,17586,16184,23025,9465,forward
156,454739,92506,40153,62708,17586,16184,23025,9465,forward
102,454739,92506,40153,62708,17586,16184,23025,9465,forward
74,454739,92506,40153,62708,17586,16184,23025,9465,forward
21,454739,92506,40153,62708,17586,16184,23025,9465,forward
85,1003847,312627,50829,13742,55162,40749,23436,5940,forward
85,1003847,312627,50829,13742,55162,40749,23436,5940,forward
54,1003847,312627,50829,13742,55162,40749,23436,5940,forward
-11,1003847,312627,50829,13742,55162,40749,23436,5940,forward
32,1003847,312627,50829,13742,55162,40749,23436,5940,forward
-26,1003847,312627,50829,13742,55162,40749,23436,5940,forward
-9,1003847,312627,50829,13742,55162,40749,23436,5940,forward
21,1003847,312627,50829,13742,55162,40749,23436,5940,forward
88,1003847,312627,50829,13742,55162,40749,23436,5940,forward
21,1003847,312627,50829,13742,55162,40749,23436,5940,forward
103,1003847,312627,50829,13742,55162,40749,23436,5940,forward
3,655159,38611,20544,12935,26666,29069,18099,6222,forward
123,655159,38611,20544,12935,26666,29069,18099,6222,forward
88,655159,38611,20544,12935,26666,29069,18099,6222,forward
58,655159,38611,20544,12935,26666,29069,18099,6222,forward
88,655159,38611,20544,12935,26666,29069,18099,6222,forward
48,655159,38611,20544,12935,26666,29069,18099,6222,forward
52,655159,38611,20544,12935,26666,29069,18099,6222,forward
87,655159,38611,20544,12935,26666,29069,18099,6222,forward
115,655159,38611,20544,12935,26666,29069,18099,6222,forward
23,46456,30766,26994,12379,16563,21644,11262,6362,forward
8,46456,30766,26994,12379,16563,21644,11262,6362,forward
97,46456,30766,26994,12379,16563,21644,11262,6362,forward
72,46456,30766,26994,12379,16563,21644,11262,6362,forward
38,46456,30766,26994,12379,16563,21644,11262,6362,forward
-113,46456,30766,26994,12379,16563,21644,11262,6362,forward
-29,46456,30766,26994,12379,16563,21644,11262,6362,forward
-68,46456,30766,26994,12379,16563,21644,11262,6362,forward
70,46456,30766,26994,12379,16563,21644,11262,6362,forward
116,230737,34973,8320,10703,6551,9926,3974,3015,forward
34,230737,34973,8320,10703,6551,9926,3974,3015,forward
-97,230737,34973,8320,10703,6551,9926,3974,3015,forward
32,230737,34973,8320,10703,6551,9926,3974,3015,forward
51,230737,34973,8320,10703,6551,9926,3974,3015,forward
83,230737,34973,8320,10703,6551,9926,3974,3015,forward
56,230737,34973,8320,10703,6551,9926,3974,3015,forward
64,230737,34973,8320,10703,6551,9926,3974,3015,forward
-10,230737,34973,8320,10703,6551,9926,3974,3015,forward
103,230737,34973,8320,10703,6551,9926,3974,3015,forward
1,230737,34973,8320,10703,6551,9926,3974,3015,forward
-24,825074,44126,3689,17393,16499,5038,8212,4772,forward
70,825074,44126,3689,17393,16499,5038,8212,4772,forward
53,825074,44126,3689,17393,16499,5038,8212,4772,forward
105,825074,44126,3689,17393,16499,5038,8212,4772,forward
44,825074,44126,3689,17393,16499,5038,8212,4772,forward
21,825074,44126,3689,17393,16499,5038,8212,4772,forward
85,825074,44126,3689,17393,16499,5038,8212,4772,forward
76,825074,44126,3689,17393,16499,5038,8212,4772,forward
0,31955,18105,416,4221,20440,8428,21204,6007,forward
32,31955,18105,416,4221,20440,8428,21204,6007,forward
58,31955,18105,416,4221,20440,8428,21204,6007,forward
152,31955,18105,416,4221,20440,8428,21204,6007,forward
-305,31955,18105,416,4221,20440,8428,21204,6007,forward
2,31955,18105,416,4221,20440,8428,21204,6007,forward
186,31955,18105,416,4221,20440,8428,21204,6007,forward
71,31955,18105,416,4221,20440,8428,21204,6007,forward
72,31955,18105,416,4221,20440,8428,21204,6007,forward
57,31955,18105,416,4221,20440,8428,21204,6007,forward
-9,424363,23826,9251,2434,23654,3684,1008,1345,forward
88,424363,23826,9251,2434,23654,3684,1008,1345,forward
20,424363,23826,9251,2434,23654,3684,1008,1345,forward
70,424363,23826,9251,2434,23654,3684,1008,1345,forward
102,424363,23826,9251,2434,23654,3684,1008,1345,forward
68,424363,23826,9251,2434,23654,3684,1008,1345,forward
45,424363,23826,9251,2434,23654,3684,1008,1345,forward
