eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
-28,507174,38103,7549,19329,11059,4121,4933,1197,rest
-147,507174,38103,7549,19329,11059,4121,4933,1197,rest
144,507174,38103,7549,19329,11059,4121,4933,1197,rest
119,815279,410180,31122,17592,7743,11491,6894,3886,rest
93,815279,410180,31122,17592,7743,11491,6894,3886,rest
58,815279,410180,31122,17592,7743,11491,6894,3886,rest
18,815279,410180,31122,17592,7743,11491,6894,3886,rest
213,815279,410180,31122,17592,7743,11491,6894,3886,rest
71,815279,410180,31122,17592,7743,11491,6894,3886,rest
-153,815279,410180,31122,17592,7743,11491,6894,3886,rest
-116,815279,410180,31122,17592,7743,11491,6894,3886,rest
72,815279,410180,31122,17592,7743,11491,6894,3886,rest
218,815279,410180,31122,17592,7743,11491,6894,3886,rest
-12,815279,410180,31122,17592,7743,11491,6894,3886,rest
8,1602903,335796,172399,58509,18093,40392,20718,22266,rest
72,1602903,335796,172399,58509,18093,40392,20718,22266,rest
83,1602903,335796,172399,58509,18093,40392,20718,22266,rest
82,1602903,335796,172399,58509,18093,40392,20718,22266,rest
132,1602903,335796,172399,58509,18093,40392,20718,22266,rest
33,1602903,335796,172399,58509,18093,40392,20718,22266,rest
56,1602903,335796,172399,58509,18093,40392,20718,22266,rest
19,1602903,335796,172399,58509,18093,40392,20718,22266,rest
-35,1602903,335796,172399,58509,18093,40392,20718,22266,rest
25,400394,51316,47117,23672,21204,6552,3662,1307,rest
72,400394,51316,47117,23672,21204,6552,3662,1307,rest
17,400394,51316,47117,23672,21204,6552,3662,1307,rest
55,400394,51316,47117,23672,21204,6552,3662,1307,rest
53,400394,51316,47117,23672,21204,6552,3662,1307,rest
81,400394,51316,47117,23672,21204,6552,3662,1307,rest
50,400394,51316,47117,23672,21204,6552,3662,1307,rest
36,400394,51316,47117,23672,21204,6552,3662,1307,rest
22,400394,51316,47117,23672,21204,6552,3662,1307,rest
22,8487,9084,36966,48158,24245,8060,4555,898,rest
67,8487,9084,36966,48158,24245,8060,4555,898,rest
-38,8487,9084,36966,48158,24245,8060,4555,898,rest
-61,8487,9084,36966,48158,24245,8060,4555,898,rest
52,8487,9084,36966,48158,24245,8060,4555,898,rest
54,8487,9084,36966,48158,24245,8060,4555,898,rest
21,8487,9084,36966,48158,24245,8060,4555,898,rest
64,8487,9084,36966,48158,24245,8060,4555,898,rest
44,8487,9084,36966,48158,24245,8060,4555,898,rest
53,8487,9084,36966,48158,24245,8060,4555,898,rest
-6,8487,9084,36966,48158,24245,8060,4555,898,rest
-43,9480,3549,56031,77814,9285,8568,2904,1110,rest
22,9480,3549,56031,77814,9285,8568,2904,1110,rest
59,9480,3549,56031,77814,9285,8568,2904,1110,rest
33,9480,3549,56031,77814,9285,8568,2904,1110,rest
9,9480,3549,56031,77814,9285,8568,2904,1110,rest
