eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
70,524009,46337,11283,3474,4156,1130,1399,378,forward
24,524009,46337,11283,3474,4156,1130,1399,378,forward
33,524009,46337,11283,3474,4156,1130,1399,378,forward
17,524009,46337,11283,3474,4156,1130,1399,378,forward
40,524009,46337,11283,3474,4156,1130,1399,378,forward
52,524009,46337,11283,3474,4156,1130,1399,378,forward
64,13937,3706,806,773,2809,1746,1624,571,forward
55,13937,3706,806,773,2809,1746,1624,571,forward
41,13937,3706,806,773,2809,1746,1624,571,forward
36,13937,3706,806,773,2809,1746,1624,571,forward
9,13937,3706,806,773,2809,1746,1624,571,forward
18,13937,3706,806,773,2809,1746,1624,571,forward
25,13937,3706,806,773,2809,1746,1624,571,forward
28,13937,3706,806,773,2809,1746,1624,571,forward
10,13937,3706,806,773,2809,1746,1624,571,forward
58,13937,3706,806,773,2809,1746,1624,571,forward
162,18242,11680,2028,10314,3899,3810,1234,522,forward
-139,18242,11680,2028,10314,3899,3810,1234,522,forward
91,18242,11680,2028,10314,3899,3810,1234,522,forward
44,18242,11680,2028,10314,3899,3810,1234,522,forward
91,18242,11680,2028,10314,3899,3810,1234,522,forward
9,18242,11680,2028,10314,3899,3810,1234,522,forward
71,18242,11680,2028,10314,3899,3810,1234,522,forward
54,18242,11680,2028,10314,3899,3810,1234,522,forward
34,18242,11680,2028,10314,3899,3810,1234,522,forward
-13,222835,161858,21762,16404,11165,3600,4915,1717,forward
26,222835,161858,21762,16404,11165,3600,4915,1717,forward
21,222835,161858,21762,16404,11165,3600,4915,1717,forward
-1,222835,161858,21762,16404,11165,3600,4915,1717,forward
42,222835,161858,21762,16404,11165,3600,4915,1717,forward
40,222835,161858,21762,16404,11165,3600,4915,1717,forward
17,222835,161858,21762,16404,11165,3600,4915,1717,forward
71,222835,161858,21762,16404,11165,3600,4915,1717,forward
77,222835,161858,21762,16404,11165,3600,4915,1717,forward
57,222835,161858,21762,16404,11165,3600,4915,1717,forward
21,48197,29973,8608,8621,16465,9115,4451,3079,forward
72,48197,29973,8608,8621,16465,9115,4451,3079,forward
12,48197,29973,8608,8621,16465,9115,4451,3079,forward
