timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
1.54437E+12,0,7,1.54E-06,51,35,45,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,-308,-6.77E-05,51,35,45,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,-381,-8.37E-05,51,35,45,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,-371,-8.15E-05,51,35,45,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,-284,-6.24E-05,51,35,45,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,48,1.05E-05,51,35,45,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,73,1.60E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,74,1.63E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,83,1.82E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,93,2.04E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,96,2.11E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,100,2.20E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,116,2.55E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,115,2.53E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,91,2.00E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,36,7.91E-06,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
1.54437E+12,0,-294,-6.46E-05,51,35,46,16765214,25846,9718,11862,14980,16766,14161,4987,up
