timestampMs,eegRawValue,eegRawValueVolts,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
1.54E+12,-30,-6.59E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-29,-6.37E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-56,-1.23E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-90,-1.98E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-111,-2.44E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-111,-2.44E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-116,-2.55E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,107,2.35E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,96,2.11E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,104,2.29E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,97,2.13E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,50,1.10E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,3,6.59E-07,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-273,-6.00E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-275,-6.04E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-296,-6.50E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-356,-7.82E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-139,-3.05E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-148,-3.25E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-378,-8.31E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-327,-7.19E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-280,-6.15E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,7,1.54E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,16,3.52E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,20,4.39E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,58,1.27E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,114,2.50E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-104,-2.29E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-72,-1.58E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-45,-9.89E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-32,-7.03E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-23,-5.05E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,259,5.69E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,285,6.26E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,306,6.72E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,329,7.23E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,359,7.89E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,377,8.28E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,131,2.88E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,140,3.08E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,148,3.25E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,155,3.41E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,167,3.67E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,173,3.80E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,176,3.87E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,180,3.96E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,179,3.93E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,160,3.52E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,134,2.94E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,150,3.30E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,209,4.59E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,520,1.14E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,553,1.22E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,577,1.27E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,598,1.31E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,384,8.44E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,437,9.60E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,448,9.84E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,416,9.14E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,387,8.50E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,402,8.83E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,409,8.99E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,393,8.64E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,634,1.39E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,609,1.34E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,597,1.31E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,627,1.38E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,420,9.23E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,485,1.07E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,789,1.73E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,779,1.71E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,451,9.91E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,385,8.46E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,614,1.35E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,581,1.28E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,519,1.14E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,196,4.31E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,176,3.87E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,166,3.65E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,377,8.28E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,340,7.47E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,306,6.72E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-7,-1.54E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-48,-1.05E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-55,-1.21E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-79,-1.74E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,121,2.66E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,52,1.14E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-264,-5.80E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-280,-6.15E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-260,-5.71E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,39,8.57E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,99,2.18E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-79,-1.74E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-37,-8.13E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-63,-1.38E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-93,-2.04E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-96,-2.11E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-106,-2.33E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-125,-2.75E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,84,1.85E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,16,3.52E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-299,-6.57E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-332,-7.29E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-345,-7.58E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-357,-7.84E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-364,-8.00E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-369,-8.11E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-377,-8.28E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-140,-3.08E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-154,-3.38E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-162,-3.56E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-172,-3.78E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-182,-4.00E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-182,-4.00E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-189,-4.15E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-193,-4.24E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-181,-3.98E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-178,-3.91E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-199,-4.37E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-226,-4.97E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-237,-5.21E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-253,-5.56E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-251,-5.52E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-251,-5.52E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-244,-5.36E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-233,-5.12E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-229,-5.03E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-243,-5.34E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-519,-1.14E-04,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-246,-5.41E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-188,-4.13E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-133,-2.92E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-373,-8.20E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-135,-2.97E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-130,-2.86E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-362,-7.95E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-363,-7.98E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-373,-8.20E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-382,-8.39E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-377,-8.28E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-365,-8.02E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-362,-7.95E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-374,-8.22E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-130,-2.86E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-373,-8.20E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-346,-7.60E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-337,-7.40E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-331,-7.27E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-328,-7.21E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-326,-7.16E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-330,-7.25E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-338,-7.43E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-344,-7.56E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-364,-8.00E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-381,-8.37E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-136,-2.99E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-136,-2.99E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-380,-8.35E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-370,-8.13E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-378,-8.31E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-149,-3.27E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-157,-3.45E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-171,-3.76E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-198,-4.35E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-232,-5.10E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-247,-5.43E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-225,-4.94E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-181,-3.98E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-158,-3.47E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-381,-8.37E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-322,-7.08E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-269,-5.91E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,5,1.10E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,7,1.54E-06,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,3,6.59E-07,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,1,2.20E-07,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,4,8.79E-07,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-261,-5.73E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-291,-6.39E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-325,-7.14E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-342,-7.51E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-343,-7.54E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-339,-7.45E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-338,-7.43E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-339,-7.45E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-347,-7.62E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-357,-7.84E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-341,-7.49E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-305,-6.70E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-298,-6.55E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-333,-7.32E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-354,-7.78E-05,236021,27215,1350,484,4448,2708,856,231,run
1.54E+12,-356,-7.82E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-357,-7.84E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-356,-7.82E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-355,-7.80E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-359,-7.89E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-130,-2.86E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-154,-3.38E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-186,-4.09E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-226,-4.97E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-246,-5.41E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-521,-1.14E-04,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-546,-1.20E-04,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-537,-1.18E-04,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-234,-5.14E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-195,-4.28E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-193,-4.24E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-210,-4.61E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-204,-4.48E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-154,-3.38E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-375,-8.24E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-373,-8.20E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-140,-3.08E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-185,-4.06E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-212,-4.66E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-210,-4.61E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-216,-4.75E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-237,-5.21E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-235,-5.16E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-214,-4.70E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-185,-4.06E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-164,-3.60E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-153,-3.36E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-158,-3.47E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-181,-3.98E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-205,-4.50E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-204,-4.48E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-183,-4.02E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-167,-3.67E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-184,-4.04E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-196,-4.31E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-167,-3.67E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-148,-3.25E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-139,-3.05E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-375,-8.24E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-348,-7.65E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-354,-7.78E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-358,-7.87E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-354,-7.78E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-347,-7.62E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-362,-7.95E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-364,-8.00E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-324,-7.12E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-276,-6.06E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-258,-5.67E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-275,-6.04E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-301,-6.61E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-322,-7.08E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-316,-6.94E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-277,-6.09E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,11,2.42E-06,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,26,5.71E-06,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,39,8.57E-06,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,52,1.14E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,69,1.52E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,102,2.24E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-126,-2.77E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,125,2.75E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,101,2.22E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,89,1.96E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,123,2.70E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-84,-1.85E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-75,-1.65E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-86,-1.89E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-62,-1.36E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-8,-1.76E-06,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,311,6.83E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,347,7.62E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,374,8.22E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,139,3.05E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,155,3.41E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,170,3.74E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,196,4.31E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,204,4.48E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,160,3.52E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,355,7.80E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,338,7.43E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,380,8.35E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,184,4.04E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,225,4.94E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,229,5.03E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,202,4.44E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,170,3.74E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,155,3.41E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,173,3.80E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,196,4.31E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,181,3.98E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,130,2.86E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,346,7.60E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,337,7.40E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,343,7.54E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,361,7.93E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,368,8.09E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,360,7.91E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,359,7.89E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,148,3.25E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,227,4.99E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,525,1.15E-04,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,533,1.17E-04,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,530,1.16E-04,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,250,5.49E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,227,4.99E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,214,4.70E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,193,4.24E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,147,3.23E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,341,7.49E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,278,6.11E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-29,-6.37E-06,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-69,-1.52E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-90,-1.98E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-96,-2.11E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-99,-2.18E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-100,-2.20E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-105,-2.31E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,122,2.68E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,73,1.60E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,36,7.91E-06,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,12,2.64E-06,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-266,-5.84E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-289,-6.35E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-306,-6.72E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-323,-7.10E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-337,-7.40E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-363,-7.98E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-155,-3.41E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-195,-4.28E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-226,-4.97E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-522,-1.15E-04,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-593,-1.30E-04,853566,16745227,26391,20759,29401,14071,5894,2097,run
1.54E+12,-442,-9.71E-05,853566,16745227,26391,20759,29401,14071,5894,2097,run
