timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
1.54E+12,0,57,1.25E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,87,1.91E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,89,1.96E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,67,1.47E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,54,1.19E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,42,9.23E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,41,9.01E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,72,1.58E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,101,2.22E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,103,2.26E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,80,1.76E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,69,1.52E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,67,1.47E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,56,1.23E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,42,9.23E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,42,9.23E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,64,1.41E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,87,1.91E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,91,2.00E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,52,1.14E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,12,2.64E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-265,-5.82E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-282,-6.20E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-279,-6.13E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,5,1.10E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,39,8.57E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,77,1.69E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,90,1.98E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,65,1.43E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,39,8.57E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,34,7.47E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,21,4.61E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,2,4.39E-07,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-269,-5.91E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-270,-5.93E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,0,0,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,21,4.61E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,21,4.61E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,7,1.54E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,11,2.42E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,42,9.23E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,59,1.30E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,54,1.19E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,38,8.35E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,35,7.69E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,45,9.89E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,41,9.01E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,35,7.69E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,58,1.27E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,90,1.98E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,97,2.13E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,81,1.78E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,71,1.56E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,85,1.87E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,89,1.96E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,68,1.49E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,32,7.03E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,26,5.71E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,59,1.30E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,88,1.93E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,98,2.15E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,85,1.87E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,45,9.89E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,12,2.64E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,13,2.86E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,33,7.25E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,50,1.10E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,77,1.69E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,99,2.18E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,75,1.65E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,58,1.27E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,84,1.85E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,114,2.50E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,104,2.29E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,75,1.65E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,65,1.43E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,72,1.58E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,72,1.58E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,52,1.14E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,24,5.27E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,3,6.59E-07,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,3,6.59E-07,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,16,3.52E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,22,4.83E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,21,4.61E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,12,2.64E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,2,4.39E-07,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,0,0,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,0,0,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,5,1.10E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,34,7.47E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,76,1.67E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,80,1.76E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,27,5.93E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-262,-5.76E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,5,1.10E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,22,4.83E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,32,7.03E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,52,1.14E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,64,1.41E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,55,1.21E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,71,1.56E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,91,2.00E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,102,2.24E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,115,2.53E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,81,1.78E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,18,3.96E-06,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-269,-5.91E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-266,-5.84E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-263,-5.78E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
1.54E+12,0,-268,-5.89E-05,47,51,72,1981806,306314,16751985,71928,22933,27436,15050,21980,up
