delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
16770748,26921,4279,20709,27054,7137,12935,2832,forward
829964,58427,16771311,68081,20594,16131,20530,8127,forward
259300,145722,15544,26242,31383,31986,21725,13168,forward
16774590,11920,5423,1588,414,1382,576,225,forward
1233035,89074,16757731,16773548,11103,16688,14275,10595,forward
299790,16753844,30558,12685,24151,10669,12579,5938,forward
423695,114437,16749113,16747684,25557,29842,13174,4300,forward
558715,16770317,21400,16745114,6468,15764,5540,2011,forward
186768,214897,11057,9467,32116,20567,13170,2791,forward
123316,16745853,16767411,29895,17510,10497,15708,3420,forward
248296,76757,14899,16772658,27660,12711,8604,3633,forward
505476,81179,17671,16758633,18668,16745307,13845,1513,forward
41125,2290,3503,11562,3889,3969,479,1258,forward
944170,109994,38783,16763680,16760797,27558,17125,5069,forward
1927856,82288,31331,22363,14883,25453,31356,7381,forward
803333,31828,3489,3742,3704,3515,3091,3934,forward
503349,16773513,22447,6886,10564,8471,7467,6891,forward
82959,16766807,3510,6792,2197,4052,2031,2055,forward
237931,52866,27355,32145,16768745,16686,6286,10805,forward
118703,46047,14214,10490,3900,8719,11488,2115,forward
1618368,423452,17053,16772571,12821,19387,10566,5009,forward
634331,16746390,30236,27188,11440,14815,17519,4283,forward
16753764,13244,2475,2371,2008,1234,172,265,forward
337720,536323,141557,17068,13160,16910,29737,4718,forward
388951,23341,11504,5382,4369,3903,6417,512,forward
299590,16759179,12674,4536,6063,4354,3615,4434,forward
150612,74576,14275,17404,9646,4857,7518,2860,forward
162460,23299,9511,9005,4769,2184,3195,933,forward
1077672,218686,24847,3720,16060,8254,10716,8980,forward
876646,16754469,9243,4540,4340,5639,3016,702,forward
261530,16775518,8428,10477,5697,11369,7227,7414,forward
280488,21032,67670,29442,9842,26843,16630,11687,forward
474019,290759,30788,16757943,19162,14558,11549,3323,forward
1742626,140713,21654,83574,3225,16751699,17312,1815,forward
302977,90951,17495,30348,15346,11842,27408,18463,forward
675656,59634,1624,25328,18009,16746033,12326,3419,forward
999174,16767381,7668,8977,13112,4665,2951,3468,forward
481046,16751179,8509,11719,8270,9401,4594,1537,forward
16773050,17472,1635,3407,1450,1558,1133,246,forward
415917,93938,70073,26435,26908,12596,19779,4025,forward
592829,16746352,23912,7588,14806,14097,14646,3687,forward
549915,16772056,4906,25622,28029,15424,16716,3704,forward
47429,6807,1929,1044,885,836,637,825,forward
709655,539429,16768841,16761854,21360,30706,31850,19003,forward
895709,73468,13571,14866,19680,10704,20192,5161,forward
577580,69120,16763342,16763878,24234,13120,10457,7679,forward
555699,101011,24092,20596,13555,19973,18844,1275,forward
190934,85300,18984,16752388,5042,15353,6561,2970,forward
45461,52172,12588,21871,14447,9324,14668,5038,forward
408854,136553,11313,9912,19514,14677,9297,2704,forward
265312,135460,6591,16755708,13274,4878,12710,6510,forward
874161,69261,7054,4956,5299,3750,5669,1026,forward
757693,354488,16750663,14828,14251,14555,7371,2407,forward
349387,154637,16754406,16772678,11010,18867,16245,7866,forward
492710,202812,17485,24002,19101,15233,3830,14128,forward
53607,90426,11984,2340,4672,3253,3347,1588,forward
519540,66339,3094,8843,4199,2257,12411,1326,forward
886665,725574,16776066,16769551,16769678,16758643,16752057,30987,forward
26272,96637,3747,4224,3880,5231,3594,2770,forward
881108,610347,16929,19622,16752758,24876,21942,9909,forward
34208,16768338,5758,4392,8890,3638,2355,2842,forward
237728,95478,5022,23391,11652,25785,10665,8033,forward
454608,353724,16756904,30768,8912,11453,15128,4272,forward
37274,8750,5327,29154,5435,5159,3733,571,forward
692440,70077,11555,28645,9216,14774,7376,4756,forward
598022,16765550,7398,16776858,15119,15849,6373,6238,forward
80443,74101,100538,16744339,16761255,26997,16746590,13736,forward
353545,26884,17557,16760723,16750008,22683,28266,15913,forward
273759,16755136,30619,16762695,4459,27572,11975,5895,forward
324359,68857,5343,12375,5767,4236,5280,1874,forward
1799229,557618,15479,69154,32292,22823,16538,16779,forward
2980330,67054,26636,25030,28672,15271,7366,3643,forward
1329178,146694,72844,16770493,26793,26624,22533,7865,forward
831986,16776176,16755234,20885,21918,14972,9978,5544,forward
1271413,293509,31256,16750315,26512,10709,11578,10162,forward
912685,261907,17729,16768990,16209,24401,20920,13697,forward
1034170,11543,10560,4951,10835,7608,6200,3092,forward
611044,79597,3022,4487,8605,6403,2678,1758,forward
427102,27371,5690,6528,17931,4850,4678,1493,forward
613994,263131,16762800,23300,14384,16752339,13701,12196,forward
100779,18976,9862,5467,10309,4528,11024,1370,forward
631804,69845,9387,14107,5108,5662,13550,1637,forward
143893,16746796,8173,5462,4125,5934,1643,916,forward
29850,77852,32211,11070,9911,12714,12847,8036,forward
161674,98649,23337,16744589,10769,11611,11280,6674,forward
808429,49276,16770494,16767099,16750926,32745,16745082,18040,forward
1535135,253352,22867,16746077,11024,16755349,26217,14232,forward
305618,26175,9875,5198,6170,3908,4948,1459,forward
395846,95076,13448,4926,9074,9909,6908,7271,forward
1087443,56265,45476,32638,16769690,23592,14859,4827,forward
1895109,67679,16745042,23312,27748,16749859,19678,7744,forward
940599,338139,16757411,21288,8390,15469,16578,6819,forward
216706,16772476,16746462,16634,11322,5865,4286,6868,forward
689764,287052,181743,131625,61045,16748189,62111,16753807,forward
1201262,169309,26366,16760920,9876,22910,21220,7331,forward
699102,125041,22007,74803,21005,19216,8302,11053,forward
19182,6447,2662,1693,985,1123,827,16777151,forward
66072,139572,8683,29276,12446,21665,4290,3860,forward
499882,68749,16632,6196,8572,9409,3706,1322,forward
125008,263390,9600,4812,14892,6877,9271,1635,forward
798663,241938,94540,22440,17205,15590,16535,6421,forward
478402,49947,8626,16759054,27972,13383,14561,5967,forward
327612,88258,15881,16760220,12754,30880,19947,7385,forward
27908,16766410,4505,2124,3685,2525,5076,1301,forward
1143953,16747502,16744959,14445,21294,17775,7999,8834,forward
502418,16774365,12154,83046,16755924,18804,18912,11700,forward
457714,279937,32053,16749356,20161,10725,17351,3168,forward
1667941,206463,16749831,16760792,13239,29715,11657,12243,forward
204547,68137,24655,24663,21707,13737,9970,10063,forward
1624052,220219,141936,36785,17116,16760201,16762109,15636,forward
624391,16770530,5412,26432,10084,9765,5713,2747,forward
458058,127947,31985,32337,8882,18371,8792,2510,forward
443741,268585,16750266,27472,19374,19577,11920,3362,forward
16757774,82495,11052,7337,4983,9295,5183,1551,forward
644516,16761393,17627,28609,8317,14452,5600,3687,forward
811305,214327,9160,16773252,17791,20214,8618,9178,forward
90574,79739,20297,72630,22445,17905,15464,5916,forward
187210,24384,6312,16748002,14714,9096,22944,2967,forward
310253,16758262,6135,3245,5785,6162,4059,1695,forward
268398,26649,6198,6944,2492,8382,2749,1851,forward
656732,23169,16854,7369,7703,3753,4937,1215,forward
49919,47333,76960,16762035,16770477,18674,16760143,12117,forward
101867,411421,39273,16751949,16773603,31809,13827,18098,forward
550429,15208,3440,4035,5690,11257,4863,3357,forward
1130844,134977,8753,32264,18794,16747828,20148,3063,forward
781807,9796,16158,13698,20472,11222,2585,4620,forward
670791,68496,11648,7595,17844,4333,2087,5142,forward
686431,16773753,25908,16750473,14363,15370,29569,7605,forward
52544,162241,16751939,16754049,16748737,20453,11886,4928,forward
380758,75955,4945,16826,26474,23737,9088,4285,forward
341085,16757414,12292,18090,31360,29570,22193,5686,forward
781617,213071,76962,16757758,16749841,17909,18952,11337,forward
1034400,46538,8171,31902,16746108,8603,15576,2573,forward
806691,68025,11836,17508,8663,15570,15488,6576,forward
153167,215733,16305,32534,26499,18556,6458,6687,forward
84753,96461,10248,16775967,16753506,16585,11983,5718,forward
202026,95800,7858,5987,3303,5069,3228,5159,forward
213585,70152,4094,13389,2386,5426,4062,693,forward
177559,227972,18490,16776180,11463,27976,17817,21915,forward
362908,161421,16769953,27281,16746759,69941,19542,20687,forward
836829,55924,32490,16750556,10856,22210,26276,8630,forward
1087107,82616,22981,9045,21799,20954,27737,10461,forward
300994,16749774,17974,93530,26110,17460,29686,17293,forward
123240,20415,5245,8118,3291,4998,11412,1702,forward
80606,16753648,30569,22236,6402,21972,6411,3539,forward
539807,86729,25066,19136,10800,16372,13616,2657,forward
692486,916650,145584,82999,16751183,16753585,16760401,10290,forward
762674,22949,24571,4467,7499,8366,5321,2153,forward
112341,26432,7421,7197,15117,23934,12648,5928,forward
800200,221538,23594,74622,10980,19969,13689,15047,forward
1429120,278572,4418,16753139,22058,25599,11672,13492,forward
995252,222271,16749098,16744436,18580,28259,7263,8395,forward
670960,28219,13014,3424,4635,7185,11544,1655,forward
841183,305152,16549,16761736,23906,16749333,23199,11036,forward
46561,19906,977,9398,3351,3326,2318,754,forward
127414,16761086,2528,9247,3574,7555,6872,2802,forward
725769,264180,16758260,18425,23209,11605,14181,12122,forward
375228,232391,91734,76214,16775425,30948,16745923,12497,forward
16752195,15149,3252,5072,1152,1683,3404,182,forward
296742,76089,28718,20334,10414,20786,4896,7220,forward
94293,23488,13333,24969,4755,17194,9974,7759,forward
1122953,56779,11293,16749150,16765413,29745,12622,11687,forward
288472,422246,16770779,70403,76966,16338,24741,5800,forward
57708,16749469,5259,7819,1963,2851,2281,758,forward
791479,39065,16754621,16751256,21206,18399,13853,4694,forward
755948,294054,16765771,76588,28907,15361,16753361,8522,forward
140172,24951,1808,7962,6599,6467,3002,3863,forward
95325,30262,16757045,15283,12562,21831,9794,18735,forward
1542764,92567,74370,16744363,16745603,16752449,7659,4635,forward
726319,19082,19559,6853,2732,8055,2636,2613,forward
16770544,26096,2223,2090,488,667,1766,562,forward
1481685,859294,354180,23522,29429,20169,76186,29464,forward
894855,686115,17525,63640,16761223,32572,16760626,9407,forward
1283408,840128,526819,173288,500674,138686,340603,16747081,forward
137634,73003,9594,29015,9435,6606,3237,1410,forward
1166991,494912,131521,85451,16748591,66789,16776789,19116,forward
426339,891693,24581,16763522,31755,16759808,16748253,7732,forward
1314447,467384,16973,144014,25027,30366,16744524,15877,forward
222095,35452,24191,16747758,3324,11853,6745,6633,forward
1725768,414725,258530,67884,110659,16766272,19139,31140,forward
852222,342327,134819,75692,16746109,16766740,16746118,7875,forward
597099,203446,16758460,16755199,15604,16755496,10723,11343,forward
849565,89432,20728,12373,19159,2265,2601,2640,forward
118689,262911,20356,7602,30101,13998,9324,3823,forward
91393,148699,6985,4397,5687,5841,3994,2608,forward
458750,16761837,16199,4832,9015,9183,9231,2822,forward
672318,16769469,39605,16756686,6978,16749656,19009,16935,forward
101607,43113,24842,10964,3310,9094,8036,1938,forward
291025,23585,932,3934,3978,3472,8066,1031,forward
1345593,888944,131947,13024,16765505,16772016,16774942,11872,forward
1952657,469155,16745453,11800,25428,17072,16770620,11894,forward
267859,20404,880,10930,5561,5230,5255,2040,forward
1400565,300456,16765617,16765787,21624,21351,11075,9273,forward
577160,16766493,16767348,23130,29913,16924,13778,5890,forward
431201,72816,12412,16757714,28851,19571,19057,8729,forward
85944,16752456,30588,19446,16763085,27265,19971,4678,forward
1183745,156949,22647,16661,12583,23640,15173,5394,forward
1011391,16775983,3826,11111,6486,1708,7517,1686,forward
572847,95761,29817,16770399,21474,18235,30535,7239,forward
106681,16766833,3806,4341,3013,8328,2383,496,forward
427459,81206,17194,17828,6018,15686,4809,12249,forward
45385,29956,4472,12088,4963,4232,3648,3136,forward
784717,112130,7826,15280,13618,17436,11159,2139,forward
29050,68609,22802,24936,30816,21010,16817,4414,forward
682998,52748,10010,16747273,30645,12972,16755032,7650,forward
17269,90707,4378,16438,16750976,9801,10802,1753,forward
183929,9391,3300,4689,5282,2899,1911,143,forward
165028,47641,3975,16757330,29482,16744499,15545,7903,forward
2132051,455603,29186,16762437,12230,27809,24556,5569,forward
70810,8006,5472,2123,4506,2562,7836,1277,forward
689833,16748827,15945,16761714,8712,19685,11394,3677,forward
113951,69294,2316,16764841,11637,12764,3928,5229,forward
822310,62957,20356,31142,27554,6056,14722,15842,forward
237362,36623,6135,20611,24782,26437,20285,31934,forward
16770705,16775361,21871,68031,15527,16917,9702,4231,forward
145263,12195,13889,20027,9535,19343,12027,1582,forward
143871,43774,67821,24570,9673,13092,14393,3744,forward
49920,16749882,13580,16766131,19580,9961,16756020,12197,forward
581675,24282,3746,8279,7230,4182,7160,762,forward
307814,16744919,11208,6522,6493,8901,5642,2204,forward
20176,5542,1610,2497,676,961,564,179,forward
514773,46163,16766590,16775447,16754754,21587,16747680,12631,forward
1442590,308532,16760656,97468,16773025,16753231,16642,19615,forward
1559919,55189,16768574,16759628,27286,26930,27002,12251,forward
630646,160185,11290,30075,20050,22345,6008,1932,forward
705313,31962,5145,9316,6323,3272,2185,1796,forward
886324,74874,5442,94675,27435,13017,5265,9984,forward
482951,539253,76159,16764316,67250,16756563,20328,12074,forward
36782,16762079,16744471,16752020,16089,6041,8478,3582,forward
599999,122678,16200,13911,19254,8525,2690,7173,forward
16759125,5364,4268,9919,6596,3158,3563,1351,forward
740395,16753312,3386,6833,3498,4182,1586,1677,forward
86605,16744398,16746569,74647,20759,17944,12139,6007,forward
424785,46208,16769998,16748613,18056,10916,10049,4649,forward
534892,39667,16913,16765203,23870,8005,11523,6874,forward
16757684,29718,2390,10906,6551,5389,2351,2973,forward
634041,16756561,4416,11952,8268,8964,1264,1494,forward
115436,173526,35391,16544,32200,23333,17042,5439,forward
426364,31638,16756653,20714,16746536,9019,7758,2620,forward
