delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
17772,16744911,1735,18166,8999,4403,1284,985,up
31804,16757462,6310,6841,3053,6053,863,3121,up
16753451,16749582,2200,13543,7641,2812,3711,1172,up
69225,6904,28014,26972,13172,6891,2210,1839,up
134609,22819,16748667,17333,6624,7197,2448,399,up
30423,19281,7263,6429,8746,4652,4891,458,up
25085,22366,12496,16158,2116,5896,1803,869,up
16757048,26800,11567,15027,5839,5170,4159,1022,up
87906,11606,5924,20114,7252,3312,1096,1990,up
16759958,16757823,12352,9507,4543,11253,2020,1214,up
18990,7370,16747311,7231,8629,14229,2397,656,up
86709,16749931,16727,3972,6717,3981,4669,2854,up
20445,28963,3171,11351,4811,6097,5576,2679,up
21480,9153,16192,17217,6348,3740,4547,663,up
27969,16745726,8683,8038,6303,5961,3752,1568,up
74652,22734,15459,931,5991,9334,2273,817,up
16773412,15175,11924,32357,10269,9319,2811,2145,up
137734,16376,10858,8616,5919,5166,2687,140,up
16755374,23255,2015,6263,4237,7646,1958,1248,up
16752984,19862,26627,3015,7480,7425,2397,872,up
16766274,20227,10001,17606,9822,9693,1874,1088,up
24910,13918,4643,7963,8796,5662,1294,3122,up
16773875,29551,13232,16745630,6744,9651,891,797,up
16758580,16037,11602,16568,8887,9006,1636,677,up
16764638,13457,10290,16748747,8107,8240,2551,711,up
25489,17037,24525,18234,7384,4130,1801,1306,up
74493,22774,29001,25084,5479,5094,3781,1461,up
42140,26188,4734,10371,3735,6614,5146,2106,up
80920,24921,2453,11628,8399,9495,2615,2422,up
39150,17934,11843,7097,6138,14868,3522,714,up
81497,16775496,9422,5695,11571,9403,3366,2645,up
39523,48328,1190,5437,4488,2834,915,459,up
24698,11001,8680,16216,2550,13897,2565,2314,up
23625,92894,7667,5879,6415,5723,4051,1806,up
27217,9432,20030,9076,8680,9518,1374,1470,up
84156,16174,13352,8041,4027,8275,1458,990,up
31106,24203,8985,19038,5411,9132,2044,1143,up
16758501,15865,7472,5713,12143,10360,2212,996,up
94131,24966,27818,7445,8723,6534,1860,1244,up
30220,10436,924,11861,7780,7488,753,1257,up
16745159,16766020,5227,11283,14836,4507,3393,1799,up
16773750,16748570,21790,16750783,12744,10534,1990,1191,up
16755925,23014,5002,2438,3623,2339,959,164,up
139862,18241,15465,3215,5411,8070,2700,1743,up
83699,27678,5711,14844,7762,7097,3676,3550,up
32464,7699,14243,16098,5025,3885,1175,568,up
16766838,31801,12241,11781,12325,5756,1720,1577,up
16752063,20336,19681,11485,10709,3550,3706,3382,up
110629,16752840,16759778,15401,7760,6250,4369,1402,up
23938,21521,12673,9865,10258,8848,3352,1140,up
16760061,20132,5301,27935,7435,9375,993,1309,up
112081,123535,20510,8547,11114,6428,3320,1813,up
48952,31134,14936,16761448,5125,5156,3417,1000,up
16757090,19290,26157,2620,8936,4834,3250,868,up
16763585,16744769,28627,11659,11392,6346,1968,943,up
16750673,13953,16476,12583,5470,11749,4596,1157,up
16763504,8125,23685,12482,3892,6000,3840,1181,up
71143,14823,17816,15069,6129,8667,4351,900,up
84740,20629,14589,13813,3560,10134,1826,2370,up
13308,28447,4680,18882,4749,6126,2924,1232,up
90363,25408,4426,13101,7761,4306,2607,688,up
16759740,21930,23490,3668,7591,5888,3111,1209,up
67231,30483,16750664,11414,4731,4507,1198,2306,up
16754616,16748211,28992,32593,5327,9353,2215,1920,up
287919,16758407,16746478,10395,7963,4592,619,581,up
274122,11818,4935,4502,1630,1859,583,16777118,up
153792,17647,8186,3987,4825,8901,6932,3754,up
46678,16757559,9482,16368,21581,11935,14774,5904,up
16751718,9382,4248,2279,1285,2246,483,275,up
19822,16775207,8422,3778,6881,5422,2787,894,up
73722,29431,7285,3913,6161,2324,682,16777193,up
53894,18921,14133,12797,11803,10808,1813,2130,up
22785,4605,4894,11577,6885,6975,6114,660,up
16748392,16765155,6076,14661,2921,3552,661,2134,up
31028,31694,22882,23437,5589,5099,3205,1583,up
107143,25535,11720,2545,4169,2524,434,629,up
79180,77091,25858,9395,2786,3275,1460,1240,up
16759340,13623,4972,7120,5353,7113,1216,157,up
16757144,14034,16745273,16016,8193,5835,2317,2295,up
27964,16753541,10200,9784,5418,6503,2160,2169,up
67084,10895,10709,21077,6781,7972,1290,1463,up
16760432,20276,12318,3123,7683,5801,1626,2658,up
16766767,4549,9493,16649,14780,5787,3285,1670,up
24709,9699,18634,10290,9773,5715,2747,2436,up
92486,30976,32090,7525,5995,5772,3503,740,up
21008,15681,7620,16756579,11587,13040,1155,2675,up
16765781,24296,13518,12174,16500,3033,3480,1778,up
23861,16747732,6137,2168,2904,8091,2923,1474,up
128746,16753484,5418,178,1240,1635,787,16777211,up
131972,25413,4878,3678,7527,3225,1108,247,up
16759613,18253,21672,17366,5984,7048,2446,1719,up
105321,8343,3359,18433,7925,7609,1720,1557,up
30139,8690,1946,21510,9124,16342,910,972,up
83540,22532,7252,18164,9344,5240,4293,1323,up
95854,15725,2772,23119,7158,5759,1584,1177,up
16758701,16772295,1134,24518,14080,2704,1682,3161,up
4869,9782,13133,28199,16667,5729,2566,729,up
68494,16746339,7711,10046,4454,6973,2572,1198,up
16772488,18018,12814,5500,7380,5500,1385,1061,up
79753,16752381,7918,22549,9481,12410,2341,1076,up
16765711,16771,16754726,29605,11605,2851,3491,2151,up
27573,8443,11098,16756532,3027,7869,1381,1039,up
16744782,16751998,16744979,14724,7634,4603,2749,1133,up
16755217,2447,1902,6453,5972,11246,1647,1113,up
94512,28535,2348,4759,4871,4291,2336,642,up
54050,16769310,9168,9929,10498,4710,3713,932,up
55998,16745030,16746157,8390,4447,5837,1099,723,up
21249,27473,14089,19728,2557,6392,1446,717,up
16763672,16769553,7954,12024,8415,5863,2615,1030,up
120352,70799,13865,10541,8526,5991,3428,1653,up
25424,16761098,3608,2646,3699,5266,3168,2146,up
11721,16758643,15730,24997,6142,6852,4668,1086,up
53528,16757718,7978,1704,7008,2592,583,550,up
16776114,28972,4592,8555,10077,5986,1006,752,up
219598,20750,4916,1674,1103,6501,621,355,up
149191,13515,21589,17709,5100,5378,1235,1142,up
1199614,437742,31744,12211,16000,7981,4143,1929,up
96075,11249,6003,6154,4193,4639,2075,1392,up
111093,39679,16776207,23138,7500,6081,1530,1070,up
16751397,12623,1348,9780,7645,7064,1150,684,up
16768503,16758082,1856,949,1961,1198,730,389,up
1941938,66340,14176,32281,4199,12670,8779,3997,up
176233,24232,1156,5795,9044,3589,2150,2453,up
29429,6518,21040,6731,1292,11034,3700,2957,up
89339,79549,1843,8127,4946,13139,3760,3586,up
56094,12647,73,937,1116,187,267,16777107,up
29875,3675,3034,24989,10697,6212,4683,945,up
83111,19354,2348,9121,3949,1897,140,296,up
228141,17020,7455,4778,10651,2706,143,176,up
883451,104169,41424,10956,14414,17050,5601,490,up
77570,64960,9515,26865,6957,3982,6543,3431,up
328375,233395,16288,17512,13226,8121,3446,1435,up
28838,25329,94389,5377,28559,7093,3234,1553,up
62822,30019,7403,6167,3109,13290,2580,1312,up
22992,16751779,10280,5409,10386,12158,2814,1841,up
41382,79774,21077,9325,1717,1320,970,16777099,up
66521,12688,15504,15090,5905,8527,3242,3230,up
16770098,16762613,20480,2637,2305,714,981,367,up
16764907,16750562,13185,2742,6833,4425,1404,2144,up
62223,16746728,26584,13438,20889,5143,3594,2893,up
86724,25357,9513,11086,11239,12634,1498,1559,up
16763041,16766059,19581,18673,8887,6610,5104,1922,up
16760914,25786,5620,5224,11128,12309,5613,1008,up
10203,16773914,31689,9214,5750,8574,1505,922,up
71199,28322,8863,6834,4767,10814,2355,711,up
16753150,26963,18492,6231,5272,7464,2940,891,up
16756955,15857,5297,13084,8062,8308,1606,1311,up
16746448,16748845,8956,14330,10811,7369,1456,2221,up
42577,15629,5251,11614,13700,4388,2293,801,up
13724,13499,8759,8102,6585,5835,2981,892,up
16755860,16774469,3958,18769,5838,4745,1771,1313,up
16774824,28016,27102,10129,5760,9567,2936,1992,up
16756052,16751154,16753025,6584,6814,3418,2128,1623,up
16746676,68563,19025,24404,6503,5872,9005,1159,up
40050,21091,18667,30384,4396,3999,4267,1038,up
16744602,21019,16753065,4848,6029,7147,2681,1630,up
28300,12781,16236,29895,4359,3220,4590,385,up
66960,15359,6291,6758,5236,5230,2275,1720,up
16770654,16752379,4531,11877,11975,11198,3890,1513,up
1913365,52348,68717,72277,16746860,23538,20870,9330,up
1139287,68409,27645,10276,24505,3905,6468,6472,up
148380,39523,26019,15434,3385,5967,3944,1037,up
25908,27264,7159,26368,15698,14660,2594,1895,up
46842,74490,66853,16749699,18395,8905,2623,1095,up
16748123,29028,25299,2525,5718,16993,3093,1910,up
16764092,31166,16748246,21641,12002,7222,1800,652,up
30375,21282,16745541,26453,13333,7354,5178,1838,up
16776004,13758,10638,17334,12841,6466,2570,1312,up
17009,8314,16000,26535,4738,7551,6027,1412,up
84512,17366,18665,16760018,5140,5967,3896,1649,up
38590,29364,8127,4350,3107,2777,2409,625,up
16756035,19914,3961,14862,3728,9787,1243,2367,up
11446,13731,12796,19494,13238,6952,3473,2076,up
6815,31270,13020,22285,5771,5644,3002,1215,up
68729,12764,14012,11091,8013,9567,1865,480,up
44058,16748304,32223,7150,7685,8492,6904,739,up
3641,25280,5585,8253,4673,8153,1772,2681,up
16753392,16010,5302,14794,11749,5500,3370,464,up
64007,35695,16744805,12479,15875,5377,2951,1673,up
947724,220942,16746042,16757296,16744448,21053,4089,1934,up
69506,28459,25395,7990,3721,8702,2543,441,up
191375,23555,4992,1903,2170,1573,129,351,up
20179,16763490,21127,3365,10205,6477,1601,1947,up
153770,16774983,27505,16746789,8757,7341,5074,2491,up
2288694,107376,16766104,16758041,22596,8107,3040,2711,up
