delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
6423,2711,2567,482,2043,1897,563,522,back
18831,3235,4060,7329,4016,3760,1931,2382,back
16749711,29736,19520,8993,6598,9026,5143,1552,back
2149709,219826,77767,16754932,30168,27194,16754182,14670,back
16768066,29310,26093,14030,14943,28431,8445,4430,back
21290,19258,9498,16754549,28485,18934,7934,6040,back
621299,18330,16404,10923,14267,26682,16751221,15104,back
819870,58265,16626,16747026,23223,27878,16763349,17736,back
158135,55971,6444,4666,3727,4899,7773,8138,back
93081,83637,16095,15456,13267,12854,23569,5071,back
287023,153939,23622,19580,19163,25720,10179,7537,back
15703,28082,7119,24532,16749357,16921,21925,17532,back
529256,16771575,6338,28488,24595,18000,5816,10336,back
1654391,189214,20715,37156,7813,15398,23864,9034,back
16504,12655,17741,32561,10709,7930,13797,1857,back
12847,17364,14852,16775960,17629,18150,4227,3639,back
11414,30505,13105,14424,9224,13165,13369,5595,back
115036,31351,14507,30863,8074,18169,13232,15329,back
310802,39800,5807,14492,21723,19454,16223,6934,back
730112,105195,27810,16767729,9658,16747869,20432,8970,back
134572,22771,942,4237,1291,3102,1843,331,back
438253,931651,9552,16766287,16756104,30733,16763129,16744504,back
79248,27172,6111,25167,11221,26377,10672,5204,back
24628,4161,10493,12899,17422,23992,11683,2963,back
109200,125462,16758109,8559,7962,10579,17185,4897,back
129481,23919,16748212,4144,13778,16745111,25310,15300,back
1747,27966,9050,10380,12510,16748626,22696,3989,back
16752769,16775067,17622,24491,23946,15022,8767,4028,back
16760080,16752481,23889,17457,5259,4834,6844,9013,back
90630,13633,5682,27207,6288,13349,7181,3623,back
17190,6426,10321,18789,3501,12051,5643,4001,back
80322,17154,16744762,19388,3123,20051,5791,2825,back
51063,10493,6886,16749605,4395,17255,3913,5185,back
16761736,31773,8751,16756975,1907,31051,4647,4251,back
16758083,28694,4468,10484,19911,9840,17125,8048,back
134563,13477,6927,4735,9294,14724,7901,13360,back
9379,21417,3332,14158,9849,17988,25685,8467,back
21195,7010,14740,26044,7927,7973,9354,3976,back
