delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
213727,30395,1950,1969,4544,4204,5753,2829,forward
139565,16765436,14052,26260,10744,12468,11046,2461,forward
16764945,19852,1706,26162,11021,25954,12361,5217,forward
571492,260133,95766,29655,16755108,16754543,16747581,14459,forward
284151,80202,16760619,6586,16913,12825,17477,1171,forward
875430,28284,28860,19508,11516,21194,19235,9288,forward
1244976,68984,16750059,29294,24997,26771,7094,5247,forward
60418,22170,4788,21685,24035,20547,4403,3966,forward
16769270,23265,26178,11188,7611,16977,4571,6171,forward
189028,25619,3158,2477,3223,5634,3882,1091,forward
225066,16756973,2159,1112,3602,3618,2385,1669,forward
84344,16762164,9294,16757823,9046,18688,12423,5299,forward
353045,95539,16767807,16524,5983,16750251,9612,7997,forward
172709,69485,4154,1055,3793,5643,2986,1350,forward
35567,69605,45098,131510,16748796,24184,16504,8901,forward
76294,17249,7677,66343,7564,13639,9434,2187,forward
67990,8639,2687,8987,1335,5548,1309,692,forward
16752251,16746884,7524,9662,6345,19178,20657,5092,forward
15355,21368,11640,24145,14661,14702,7063,1704,forward
169319,18334,24989,30229,14966,25563,17573,2292,forward
18459,7851,9682,8154,10786,12148,19597,7378,forward
31077,12705,28182,16459,10323,31033,10693,2593,forward
60922,15019,6238,3299,5591,4319,2122,1854,forward
86448,16764662,8263,3276,7949,30052,5860,1451,forward
236056,28681,26242,16745340,25777,16815,15482,5524,forward
1358154,17267,1142,12625,3802,11242,7293,3508,forward
29022,14861,11054,5469,19446,16258,12062,3466,forward
172808,50827,3797,13748,9916,8709,5955,11183,forward
102619,16750965,9595,26853,16746509,12633,8790,8613,forward
209365,42325,10605,25692,22050,15960,7849,13778,forward
516542,91719,28029,11057,5795,17036,18736,6547,forward
753935,77867,16744572,24846,9101,13846,7243,6518,forward
16774328,16766462,1926,1728,2560,2504,1595,1241,forward
247040,19174,4630,3358,4048,4130,3773,783,forward
568500,16751674,4859,16751841,22551,6117,12410,7904,forward
370589,137626,6887,16751364,7373,16518,9435,2924,forward
210501,83563,7217,1479,2159,5454,2760,3064,forward
145559,55348,5367,2675,6151,4953,5011,1938,forward
339524,16776593,7409,5329,8089,5484,6383,948,forward
543722,16090,14508,5140,11432,7984,1543,1455,forward
1183924,454310,7524,12087,10136,16749031,26656,20592,forward
668431,16312,20001,5850,7641,11783,3330,2954,forward
1532332,120089,75935,8853,14016,24127,8290,12571,forward
16769469,31641,5597,30655,12372,26401,7840,6573,forward
645087,85180,16745708,68384,16563,9061,6515,7690,forward
134298,16758977,23625,16747537,4630,24101,16185,5212,forward
776152,158182,29341,16388,19049,15258,6189,2522,forward
16776082,16754681,16751331,9971,11564,16026,6161,6853,forward
16751289,30920,32164,30259,11656,7668,15841,6046,forward
233054,20427,12241,31879,15944,18038,10555,4552,forward
216935,29474,31306,18309,9760,16383,4305,4123,forward
155983,66663,9945,11563,15450,17729,23250,8951,forward
371820,26876,7668,16766972,31898,20496,14173,10280,forward
729001,228806,16750602,16766982,29535,20491,23516,10651,forward
930892,67027,26765,8118,16753920,19663,10185,7541,forward
16764778,16752409,4698,13197,1319,5118,4599,1643,forward
636701,16755256,4559,3190,4587,4548,3080,1295,forward
653335,457862,16759278,8826,30939,13791,17724,6304,forward
647648,89513,16752465,20107,10925,32544,23651,10827,forward
16751035,9612,3147,5903,3129,3739,1159,3245,forward
836626,81992,16551,16768445,19571,13699,24954,3236,forward
201437,16747879,14986,16759672,15102,17686,9401,5100,forward
370764,16768872,6109,19266,14679,12064,4794,985,forward
846042,112710,18977,4387,12759,10303,15276,5161,forward
48286,16752449,8233,16747682,9315,20893,26121,8898,forward
553759,16772260,20488,11173,13288,27631,20888,1426,forward
180471,16746175,16745325,16769553,17117,23955,14648,22369,forward
26569,28700,15172,24881,7669,14226,18334,10562,forward
464597,32532,16769618,30287,15382,14925,9853,1590,forward
233152,16774067,16751824,16077,12616,13904,12408,2639,forward
140646,66642,13439,22379,19533,18671,4957,3762,forward
268810,30825,3602,23407,9698,30146,7390,4542,forward
292269,16765689,14506,30976,12259,9490,11727,5209,forward
138778,53616,12417,29155,23691,12108,10297,12482,forward
953739,16761202,8595,15617,16172,6934,16114,8258,forward
93254,13110,7051,7797,2354,1904,4666,610,forward
856229,154883,11439,19440,14918,12505,5726,4744,forward
274696,16749929,24148,16750242,18509,14239,22247,11567,forward
151033,16769148,12434,8363,26974,12243,6841,2116,forward
958793,19320,4170,24149,8493,7227,3298,3191,forward
83527,16752650,13956,13800,11389,5386,8771,2970,forward
1763794,125662,16751263,19750,29736,27890,16770028,12577,forward
583050,131848,23293,16755422,17810,21769,17248,7325,forward
46751,1551,7041,12925,2206,3055,2112,2160,forward
336432,76827,3040,6729,8515,3049,4132,3173,forward
77310,16749450,12597,15719,30368,16334,15529,9329,forward
93811,16765601,6912,16758398,28106,20837,12518,7122,forward
70911,9511,11221,12272,6638,20826,9500,5893,forward
64010,66599,5339,30986,25559,14031,9081,5196,forward
76581,13018,1000,6583,14024,13572,10471,10969,forward
16748541,16754449,20589,11487,15097,25375,14571,2411,forward
16765124,4006,3114,4383,1731,4525,1980,1350,forward
43137,61700,16748969,25815,7332,15815,25267,16125,forward
167852,27130,12344,12219,19007,7901,8433,4317,forward
16759092,16768704,4112,24763,15311,11775,8532,5236,forward
425569,16749711,4412,20474,10019,17685,4116,4794,forward
34567,16759394,23653,29429,20095,15204,3539,7629,forward
16758024,16748,26727,26677,17342,23396,4310,2670,forward
81666,21300,875,19363,2512,4914,1356,491,forward
66523,16753609,8034,11007,13561,7425,14734,7174,forward
64225,8252,4932,1610,1180,3629,4066,1126,forward
336243,7754,11082,5725,6403,21569,5597,6360,forward
645735,16750440,8143,22340,11039,13296,13700,3832,forward
16767569,24514,21353,12575,15776,26404,28227,5628,forward
117754,16746851,5445,6654,3281,5151,2822,1867,forward
241356,88893,21515,18397,11179,16491,19490,2904,forward
8933,13767,15053,17256,16747529,18040,11597,2836,forward
208430,16750074,18487,30329,10824,9238,7084,3833,forward
48709,16749111,7919,65914,16180,15971,11543,3387,forward
86231,21518,24114,5442,6886,12350,8250,2454,forward
562898,46333,3237,13119,19154,16746044,24715,2676,forward
1318799,142884,1786,22494,12909,15829,10902,8043,forward
16776633,53279,1212,16415,16275,21630,9883,3796,forward
77294,81775,26525,16757176,7962,21588,9515,9518,forward
250312,67740,11077,13526,12787,16542,24550,4306,forward
1055358,36472,6184,16752543,19712,20466,21540,12893,forward
71053,9315,1109,3253,3134,5596,1910,797,forward
357702,93391,3158,16763554,26481,14020,11333,6105,forward
36425,20050,14227,3199,2115,2667,1977,448,forward
156331,159575,17992,16744502,16512,22433,24587,7760,forward
1461783,834883,166045,153462,64036,108746,16754687,11730,forward
58758,6426,2376,1689,1615,427,588,16777096,forward
77703,7371,8123,2518,7682,2372,3048,672,forward
685472,16754562,16747976,19283,16744857,20341,10658,3769,forward
98637,16765864,10300,13502,28419,21223,10594,11708,forward
411241,36456,22117,16753924,29569,16750669,16747585,5945,forward
441596,27938,22153,14282,5547,8814,5613,3114,forward
256873,72473,13708,16771178,32028,13610,9209,4380,forward
1381971,16764204,13187,28617,20618,11478,13383,6443,forward
635320,9614,22278,15178,6082,3556,1479,1087,forward
1303077,123012,16760042,27145,15196,22141,19594,7595,forward
1524226,252252,16760038,12381,23907,13820,9938,6320,forward
17476,78633,11556,16745801,10672,9114,16399,3380,forward
211927,30293,20804,17424,7457,30730,8435,10548,forward
40558,123782,23517,16766129,23157,13918,7129,2602,forward
509647,10977,1428,4594,4253,4653,3376,1662,forward
552423,16768241,24437,16748987,12240,18956,19274,9322,forward
405911,16763604,13172,16757754,5853,25939,10441,6372,forward
199317,22254,8672,6283,2729,5449,5611,1857,forward
253597,16768955,6484,7450,8167,9474,8801,1481,forward
319312,70079,6303,6615,21461,21463,16748775,5244,forward
181864,226955,18150,14516,17941,12755,9326,5263,forward
16770820,16769965,12947,11718,29654,15668,10479,12235,forward
66552,28815,1537,3391,2624,4171,4617,956,forward
883662,19374,16749319,16760078,23672,18923,10083,3656,forward
80172,69059,10285,1586,14918,19475,9056,3224,forward
105681,16754473,28352,14738,13847,26191,9363,3306,forward
735905,160404,27974,21846,11044,27423,23347,14506,forward
73864,32084,4283,5139,8764,4307,2427,2858,forward
1601460,15817,14801,10724,15521,20635,9407,5045,forward
72315,29818,29085,22952,16297,26478,22482,4711,forward
11625,16748490,13316,10666,4507,9718,9774,3905,forward
810170,62296,31130,20239,7909,22715,7553,4989,forward
2758598,114536,14715,16746681,15331,14335,20643,7640,forward
187087,421004,19207,10448,16966,13903,24638,5444,forward
178768,24816,19364,20246,10839,18934,8786,11474,forward
54544,62183,41455,12368,30805,16935,10390,8373,forward
16769732,5589,1722,1618,657,761,1273,224,forward
47754,113762,31319,11143,6708,8169,8485,5701,forward
743357,78125,73202,16767201,8055,19382,4215,7842,forward
285032,87181,16747202,1741,12297,12619,11528,3722,forward
514737,57157,954,14170,7085,4478,16218,8035,forward
16745139,78407,17658,10404,14210,10228,7671,6325,forward
397979,70307,19016,28208,6287,10170,10424,4534,forward
943130,56496,16753217,16751946,9727,23251,15177,6019,forward
16767876,18860,10025,16745283,6514,25651,8225,4312,forward
16749043,80703,1654,17047,15446,17865,5209,3808,forward
91942,26735,8854,30501,3387,22980,10494,5333,forward
27444,10694,6575,9411,12615,14035,8609,3940,forward
135482,29108,9038,18236,15399,16589,9741,4941,forward
121052,10803,27071,16748825,12369,10025,10275,6012,forward
13312,24408,3304,16749860,10068,9495,8954,5018,forward
22822,14985,9368,17396,14124,23081,5373,5525,forward
30668,24196,8451,23864,5671,9700,6919,3966,forward
1271048,16748677,9183,5350,21455,24732,18440,7440,forward
234816,70318,3881,10667,4310,8530,7588,896,forward
786279,21865,8432,8616,5778,5331,9138,2674,forward
63742,16762858,20158,16760927,14565,14770,11673,11519,forward
1657248,147137,14349,19473,17433,26732,16365,1723,forward
95982,16764257,2510,1055,6818,3668,2844,606,forward
53134,67902,3646,3385,4723,2314,1815,671,forward
89305,24354,9533,16768956,7450,19517,10391,9471,forward
1077366,62294,16751971,14913,10005,19469,6495,1462,forward
16750120,30949,21646,16766330,14998,15893,6360,12673,forward
67900,16750269,5272,17467,30739,9481,3272,2141,forward
297069,16760166,534,1007,7442,3796,7328,2868,forward
16766150,25508,550,6948,1078,3992,952,1326,forward
866229,28359,12244,8586,7234,20207,8944,8988,forward
25751,21836,8680,18706,25404,17133,4055,2800,forward
2345239,114096,16746085,14904,14152,16745565,16746377,20865,forward
410537,34497,13974,18861,16097,15258,15934,5449,forward
279894,156039,91664,16760868,16767087,29091,17716,16403,forward
319999,327901,17617,16758495,25348,14656,13174,6825,forward
254119,136666,11158,22412,14162,4825,9418,6729,forward
63305,19337,7491,16750019,20297,20143,13509,3591,forward
1320392,71381,26756,12571,26337,24126,9209,10195,forward
17912,7177,2646,14669,14710,18484,8168,6687,forward
590127,16777013,4830,7233,5278,13381,5559,2319,forward
237229,16763284,24070,18619,13953,27276,4654,9338,forward
1014623,228626,11591,16449,3906,10309,2813,1638,forward
191939,16764201,3643,5121,4275,4971,5385,3787,forward
1458540,329424,9638,23613,25154,16472,10928,6698,forward
620738,22151,10144,16751215,5364,7445,9656,4993,forward
465756,77481,8998,16751727,16748794,17284,10547,5062,forward
367383,16756840,16750019,21658,13412,11144,9184,4011,forward
53060,9099,7052,902,9271,3702,2503,1707,forward
269812,16752530,2141,17860,13576,20889,15813,4991,forward
11843,29130,5166,16744761,11804,12280,5993,2938,forward
766238,11028,1788,2649,2061,4736,2122,1739,forward
134364,30641,2124,4942,2581,3218,1965,957,forward
909645,16748206,16383,10010,28762,28006,18524,5753,forward
220995,79785,19716,19627,10322,15884,7984,6509,forward
43190,21873,25472,16748986,23724,18113,10541,2917,forward
157610,20072,5851,6398,2563,5247,5068,1121,forward
309031,16773259,6060,16748570,5342,13114,10574,2506,forward
6817,21962,7967,7459,12589,12375,6897,3998,forward
98572,20042,9402,19447,6356,3995,4174,5280,forward
50899,159308,16746946,24742,23847,16746469,18257,3261,forward
758467,102796,31350,18513,21029,12474,29431,3933,forward
428113,99034,16768669,16762216,8240,27818,12760,7515,forward
619591,66476,2476,9013,7091,6475,6297,1037,forward
29621,28312,23015,17445,26703,20308,27257,5555,forward
955137,33122,11770,2502,2022,12108,5672,3590,forward
16705,8879,7696,3711,3325,5350,2143,1053,forward
882366,178361,16757824,7920,9557,15138,29589,18803,forward
335561,16750290,3598,9697,3799,8682,6549,2138,forward
131290,16771033,17778,5261,18052,20185,22275,7445,forward
1429315,75005,5009,14551,21116,13457,22259,10950,forward
419322,67360,16747185,7957,9877,16141,24530,12033,forward
16773714,15664,2012,742,1051,2260,3307,655,forward
1336475,36163,6899,4460,3453,10276,18875,5525,forward
1674584,269512,46755,32536,14043,28115,16770888,12551,forward
173654,84187,18943,16761138,16750389,14870,16157,14386,forward
140337,11951,9817,5205,2916,2695,13172,4263,forward
16755770,143675,26412,11577,8630,16207,12769,4051,forward
53963,25288,4314,6452,8242,5317,1950,1878,forward
346594,85935,18679,30464,8301,6185,3806,4599,forward
967694,132501,12650,22059,5796,10857,3035,2808,forward
1509506,30098,14061,9107,5651,7238,4976,1355,forward
389830,42404,24753,15110,12075,25872,21444,7984,forward
903531,225690,16654,16751083,7297,11018,14876,8798,forward
1123057,94789,3014,2589,4132,5754,5871,3997,forward
1170750,16766466,6111,9700,4093,3609,5018,2450,forward
198779,89352,2965,6112,8690,16928,3476,4136,forward
484001,16769222,10263,28467,10677,10595,4465,2819,forward
278401,54015,9168,12748,8303,10943,13783,3507,forward
11632,27456,7398,19404,8496,16744932,12734,3212,forward
1422,14597,12291,14824,6424,11544,6086,6168,forward
