delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
293486,169847,16770347,28759,28307,7008,5211,5725,forward
219927,84627,16749408,16772985,16750406,16744828,17577,11853,forward
1223538,69243,5978,19828,5765,4607,3275,1360,forward
52759,16759937,16776059,23453,16774798,16757682,15741,13406,forward
5739,15953,10187,29948,16774325,18815,9419,7534,forward
215041,57860,16763132,26369,22267,24313,21687,3428,forward
2052855,39016,11030,7417,13363,11244,2012,654,forward
16765651,9242,2000,150,781,200,16777098,16777119,forward
2037932,289261,16770585,16758528,30784,10510,10734,4948,forward
61363,83369,20732,16505,15144,19571,12883,5764,forward
592572,120216,28655,21028,12709,24572,9073,3989,forward
134127,16748918,16754281,17581,13246,11078,8138,11957,forward
293604,16771535,15658,7123,19350,16013,24509,6628,forward
77960,25705,13122,24836,21131,11761,4394,6189,forward
207248,57129,16958,21315,8068,20435,16810,6362,forward
1821386,825469,50588,82967,26606,16752023,16746778,22134,forward
16769609,16771380,9432,12781,2119,20897,4431,3399,forward
1081516,79028,28831,30755,19268,22765,11620,6448,forward
581381,350650,16745257,16755767,13513,16757361,13160,12826,forward
172381,16753914,6636,3932,3321,5606,5117,1134,forward
920716,16774011,14117,19309,20324,15251,3968,4520,forward
383981,16758689,31533,20811,19424,27931,16965,19034,forward
588625,13326,4897,10695,1762,6215,3911,2098,forward
52697,5808,1290,10457,4529,4148,3262,7225,forward
549209,171244,16748068,12073,8095,16633,7079,7676,forward
134680,16769617,16364,16757702,5290,19911,8530,6946,forward
887120,112729,16747040,16764006,24045,13322,9949,8311,forward
293665,16748678,6712,16751318,3868,12406,5060,3847,forward
16772803,144204,9660,23365,16085,11861,10705,8872,forward
131136,16749205,5251,15664,11739,7184,2804,1102,forward
696797,16748024,16749266,16752122,8637,17635,16744539,5484,forward
876406,16756660,12494,28631,10856,8229,3462,1979,forward
107524,69986,16749474,23765,8536,18304,13904,3545,forward
63503,16773972,16751296,27491,22000,18493,7964,2553,forward
39808,9539,1604,6800,2102,3721,4271,2319,forward
18980,54835,13933,5335,12995,21154,11085,3939,forward
838429,118371,12420,16767672,19854,26379,16757949,8247,forward
26586,16774610,16760369,16761026,31586,20176,8546,5261,forward
96591,2885,220,6311,3621,2576,1838,1005,forward
16774213,16758872,19255,24384,11316,22493,11922,2297,forward
16753656,16749960,11568,15905,24954,15757,9813,3788,forward
64156,24894,9455,12452,17100,12163,7142,5726,forward
166040,7804,92,3553,2036,3229,1938,2045,forward
446714,146890,16747265,16670,16747882,18637,11588,10322,forward
35327,30577,22805,16541,17959,11971,13159,3691,forward
184039,16745895,16745671,15554,16745286,19917,8923,10793,forward
16773129,56549,16746346,16769084,20378,18631,21879,17156,forward
355784,16754249,6963,9287,4705,9565,3064,1697,forward
847270,23882,6142,13443,23926,11258,9417,4318,forward
427330,89973,11729,30172,7624,14908,4493,6475,forward
129259,74139,10208,31889,10093,23853,4378,3869,forward
478799,35618,16588,21294,16750951,19959,7416,4423,forward
139337,50282,16698,3721,2923,6317,3286,3333,forward
734339,144526,31444,23273,12363,27807,7148,10758,forward
103550,15940,2736,8557,1493,4809,4195,1311,forward
16754235,25198,8005,19050,16517,20871,7254,9325,forward
104948,77386,16271,26049,7252,8769,11335,5791,forward
4755,26778,4110,17917,12181,25196,4763,4404,forward
111408,16763363,5685,26716,12857,13645,9417,2523,forward
318820,88401,14497,5744,19254,24264,6263,2691,forward
118275,89672,11698,22469,9986,12912,10257,9308,forward
296390,16762788,15274,18861,16771763,26453,15642,10394,forward
34975,28309,8242,27137,9957,28986,14004,3784,forward
79294,32861,6256,16873,23458,27777,4448,4407,forward
16776449,66001,5476,2612,9549,16750020,7744,3377,forward
636822,222077,30134,13505,7976,29952,8780,7847,forward
1701159,182590,26295,19783,7180,26704,26892,11957,forward
121786,153772,143436,11300,30582,22672,17661,6405,forward
123367,88901,16748256,6384,18072,7257,15841,3442,forward
1025046,145761,26714,18415,17647,22984,24076,26576,forward
39565,30727,19608,19949,18402,21818,14446,11648,forward
54401,21650,5356,10884,17661,23278,16675,7430,forward
16771072,29725,31857,16748990,21388,11257,5472,5523,forward
9028,15984,2163,18203,10082,15487,7158,6485,forward
16756494,30234,6609,12823,13038,15414,12443,4698,forward
21924,20471,18281,16317,11051,21614,7938,5104,forward
55892,16750664,10054,23262,5833,9962,11316,6015,forward
10145,30509,16413,12980,12669,12930,4662,4215,forward
242897,32076,13336,19693,16747256,19814,7410,8457,forward
106401,22245,1891,663,4138,5220,2098,1585,forward
462425,352830,31329,17336,13764,28108,20237,11341,forward
61900,16755560,7326,23834,11290,13353,11360,2839,forward
16749573,16756742,1012,16756789,9502,19605,9014,749,forward
16771844,16746194,8659,23673,3776,18239,8404,7119,forward
916968,68622,14311,16748460,16754752,18644,16433,7153,forward
800441,99723,15153,23646,16759513,16747670,24576,3133,forward
