delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
6348,30291,9123,16755122,16209,15156,3118,3138,back
16751996,10537,5270,7513,16748555,14573,5468,2277,back
410324,6622,3791,3097,2718,4409,1577,456,back
701,4834,20726,16746640,9579,8398,7871,3454,back
3786,19529,16754055,16749233,6800,7667,3576,2907,back
79859,16758732,4230,21961,25716,7474,6202,3342,back
16750445,15119,18181,20282,13402,9382,7945,2000,back
11149,29322,6314,18079,9431,8457,6056,2430,back
7747,9432,4536,16749431,11973,24995,4550,2724,back
247811,7734,1902,4702,4626,2718,1291,1451,back
14354,16750434,29067,23961,20395,18914,9401,5472,back
82950,11145,3066,17956,7696,6978,9168,4785,back
19413,11770,11789,20776,6299,6385,6811,4706,back
68823,90808,14224,16564,7486,6533,8572,2245,back
16745092,16752008,9893,10136,20633,7758,10025,8248,back
77294,20290,6523,8570,3652,3484,2535,634,back
248977,277462,9474,14877,18762,18316,18432,4809,back
298213,69036,16764826,76051,9804,14270,15513,11812,back
203109,77958,13949,8956,6738,5125,6018,2538,back
27434,17806,6847,29592,3390,8799,4718,4248,back
11048,11711,15834,32065,4056,9676,7191,2897,back
24499,24665,11385,16747625,11058,9307,13873,6953,back
34389,16753828,12737,16764932,14306,16375,7032,3563,back
16776880,25490,16195,29806,16750530,19645,10332,3997,back
183437,11338,850,2583,3280,3193,3105,1654,back
22427,16760739,18403,18023,27807,11077,6732,9149,back
7463,8767,4156,16750621,11322,11453,4931,1926,back
2373,6654,16159,27865,7401,13066,7559,9606,back
9270,10751,16758,14661,7490,3995,17610,4600,back
316973,237808,16750905,16757749,8720,8195,10040,5733,back
1123104,146506,16759753,9472,16748519,8359,6058,4991,back
20812,3874,1134,16760199,24717,15711,12253,3092,back
9271,12189,9235,17008,12870,15425,22408,6264,back
20163,20801,4703,21837,17725,7809,19296,7656,back
104556,11599,12417,5972,8181,3272,4374,451,back
1030772,96207,15606,16751731,15697,24080,16763334,2630,back
3590,6424,8322,16760318,10559,8300,7921,3017,back
251981,85745,3884,16760599,19909,20124,3812,2029,back
22983,21919,4563,23021,9815,20716,7547,5774,back
16763027,28710,5803,16820,8615,8192,9581,3042,back
66368,27579,13909,20567,14005,8721,12591,3893,back
112457,34391,16358,16759406,3620,23628,8329,3331,back
27720,28306,8031,17279,8311,10923,10752,2959,back
362522,85932,6488,26713,23291,7701,14901,8819,back
17123,16749064,9599,1090,5272,2946,1022,604,back
6552,8400,7842,16746572,6681,9211,2490,3691,back
16745439,16758536,28553,11270,19156,15257,12082,5287,back
474984,16775496,8897,15968,19304,21528,15376,6663,back
16745168,16765118,8546,32269,6845,8697,10649,1994,back
12390,17325,15905,16773909,10206,17176,12309,2142,back
4953,22298,4533,71645,3528,12161,14246,3679,back
15446,17128,9123,24564,19133,7826,11461,3119,back
94005,16755076,970,1619,4418,4175,1724,219,back
16730,22418,9062,16773617,3467,12269,6792,5616,back
21446,10355,18748,6162,5939,10871,11722,4421,back
176696,16747091,10725,8776,6552,4709,4014,1124,back
24607,7685,3711,16760860,11224,11016,14986,8800,back
74251,16757176,8771,20322,14332,20470,7523,4629,back
344483,16775344,6540,3994,6094,5686,1718,989,back
6508,20423,16756068,16768004,6252,13610,8713,3119,back
1100154,57481,16757900,16749426,16746036,26897,25952,5474,back
347534,27446,72278,16751525,13911,70416,16752991,3959,back
2211512,510356,280243,177228,133986,82289,23935,13902,back
24997,16631,8110,16747354,9645,13868,8258,5543,back
14094,20504,22349,24631,7985,12143,18302,4745,back
333923,348575,105975,25058,24429,27136,18034,26150,back
17514,16760133,31309,16755008,7561,7913,9193,2918,back
28081,13345,21047,23261,22385,12956,8936,2942,back
120844,16748224,72498,16753470,11943,12690,7361,4595,back
15283,12711,5686,27705,8662,6962,5860,5495,back
16761645,26879,24584,16775599,17101,10438,22158,2469,back
382859,271705,16745423,16744535,22022,11594,5115,4093,back
287586,274018,20239,16776643,8487,20375,22926,10521,back
16754913,16769363,11513,16758211,13182,12522,5147,7824,back
28416,7308,25175,23308,31565,21557,9726,2853,back
286914,33168,16752716,16761286,22139,16746806,6190,8514,back
129628,21363,17529,2747,5470,3250,885,1202,back
199911,3283,407,2594,1587,1403,1689,791,back
99819,22501,16748191,15614,14373,18733,26593,8117,back
16772894,20411,9236,19690,16747284,11942,12331,3536,back
2041116,16764982,27080,23747,24290,15400,17548,6794,back
250925,41142,12565,16764568,9757,16744443,26083,12054,back
213086,121432,6787,5612,11241,4315,9254,1275,back
9561,3314,23824,23875,10805,24834,12096,2862,back
22311,21657,2002,16747267,7498,9097,6247,5902,back
21574,13324,20193,16942,24933,15724,9889,4359,back
621612,75221,27416,16751379,26513,12530,9914,13183,back
122576,12823,4395,11650,5428,3475,1441,3220,back
16181,15596,13858,16744716,9228,26668,9760,17159,back
12235,11790,10281,4838,14924,28699,10276,5602,back
479483,16769199,22114,14858,27074,9094,9201,1447,back
293097,95171,24261,10154,16069,11768,20862,2702,back
7851,19030,27170,69393,18214,20720,8898,5880,back
16773365,13142,6398,3277,4519,3231,2018,247,back
482825,22249,7836,10798,1960,2354,3037,539,back
5989,22946,11227,11297,14655,17388,12681,9892,back
8622,7087,3447,16754551,8017,9246,9212,11213,back
130225,67554,31171,21488,20429,16753937,9328,3996,back
67634,58632,20724,30647,23946,28787,20853,6263,back
104135,37007,29642,16752279,25661,25073,12764,6211,back
